reaction,baseline_flux
rxn05739,25.095238533518586
rxn00216,0.0
rxn05499,0.0
rxn05294,31.971088353527712
rxn05411,15.336391394124286
rxn01093,0.0
rxn05440,71.65981643005065
rxn00988,8407.320849714859
rxn10002,0.0
rxn10246,0.28307201628213435
rxn10321,0.026458682485902232
rxn03086,-124.88718684669206
rxn10260,4.374672880218881
rxn00778,10000.0
rxn06672,1191.9795518522833
rxn04082,-10000.000000000002
rxn05605,0.0
rxn04456,0.0
rxn05617,0.0
rxn04996,0.0
rxn01329,0.0
rxn00606,0.0
rxn02835,0.0
rxn05177,0.0
rxn02373,0.0
rxn01353,149.6965054775891
rxn02521,0.0
rxn05581,0.0
rxn00726,0.0
rxn10289,0.5834517042101754
rxn00608,0.0
rxn05159,0.0
rxn05287,0.1841657654887633
rxn10238,0.0
rxn00077,0.0
rxn00247,0.0
rxn05345,0.0
rxn05667,237.35399935846323
rxn05379,45.56952941730265
rxn10301,0.06444584431434791
rxn09450,0.0
rxn02177,0.0
rxn10218,44.292929761701046
rxn01213,0.18416576548876332
rxn03147,0.0
rxn10196,3.0877185268939313
rxn05384,71.65981643005065
rxn01917,0.0
rxn04885,0.0
rxn01100,-10000.0
rxn01211,10000.0
rxn02911,41.83153213522346
rxn03884,10000.0
rxn01602,-0.25433123750757675
rxn00670,-134.15538894070468
rxn10335,0.013868566264862573
rxn00371,0.0
rxn06991,1.289160358421343
rxn03644,-10000.0
rxn01176,0.0
rxn05389,71.65981643005065
rxn05444,19.38739586193262
rxn05431,12.26513571516309
rxn01603,0.0
rxn01241,7647.994961255868
rxn05382,45.56952941730265
rxn10229,13.63493138843295
rxn01522,-10000.0
rxn05515,0.0
rxn01107,0.0
rxn00836,0.0
rxn05643,-10000.000000000004
rxn03599,0.0
rxn05366,134.15538894070474
rxn03247,41.83153213522345
rxn01255,0.0
rxn01360,0.0
rxn03194,0.0
rxn05607,7756.550657013842
rxn06777,-41.83153213522346
rxn00178,-5998.147887441376
rxn10254,-6.616203266264936
rxn05545,0.0
rxn02175,0.49275685855561524
rxn03958,-1.2891603584213425
rxn07433,0.0
rxn01544,0.0
rxn00713,0.0
rxn00288,7647.994961255817
rxn06525,9998.7108396415
rxn11401,0.0
rxn10267,0.2857447992684892
rxn10012,41.83153213522345
rxn05433,0.0
rxn00132,0.0
rxn10274,2.047202241226951
rxn05373,134.15538894070477
rxn05183,0.0
rxn01790,0.0
rxn10323,0.7827702899898175
rxn10236,23.11116197641856
rxn03075,0.0
rxn05465,1191.979551852283
rxn01872,-7647.994961255869
rxn00747,-17.159879141788487
rxn05528,0.0
rxn05538,0.0
rxn05682,0.0
rxn10306,0.03947494872154954
rxn00707,0.0
rxn02285,124.88718684669205
rxn05452,45.569529417302654
rxn02007,0.0
rxn10010,41.831532135223426
rxn03108,0.0
rxn10222,1.0972989060344367
rxn05508,181.99522370729738
rxn00392,0.0
rxn00399,-4999.999999999999
rxn02400,0.0
rxn05564,10000.0
rxn10213,4.499753516743258
rxn01799,6820.001162312867
rxn01280,0.0
rxn00758,0.0
rxn10284,6.616203266264937
rxn05213,0.0
rxn00328,0.0
rxn05380,45.569529417302654
rxn00237,0.0
rxn01068,9770.897836918199
rxn05517,0.0
rxn10862,0.0
rxn08025,0.0
rxn01670,0.0
rxn05331,0.0
rxn00420,0.0
rxn05336,0.0
rxn02475,0.0
rxn00001,0.0
rxn00191,-10000.0
rxn01476,10000.0
rxn01304,0.0
rxn10313,0.14560125499094267
rxn05657,0.0
rxn05308,0.49275685855561535
rxn08295,-0.9165066314161583
rxn00147,0.0
rxn02795,0.0
rxn05395,71.65981643005065
rxn09989,0.0
rxn11395,-10000.0
rxn05312,0.0
rxn11921,0.0
rxn02774,0.0
rxn05325,0.0
rxn01268,0.0
rxn05172,0.0
rxn10251,2.7073609480665013
rxn05104,0.0
rxn10303,0.009300537160910534
rxn03057,0.0
rxn01510,126.7155642033405
rxn01621,10000.0
rxn01961,0.0
rxn00898,0.0
rxn10328,0.19625329620088547
rxn01210,0.0
rxn05501,-10000.0
rxn05185,0.0
rxn03408,124.88718684669206
rxn05116,0.0
rxn10220,6.878678031841035
rxn04748,0.0
rxn03907,1.2891603584213425
rxn00441,7647.994961255869
rxn01485,0.0
rxn01386,0.0
rxn05548,0.0
rxn04712,0.0
rxn09953,0.0
rxn01517,-8953.285165084242
rxn09067,0.0
rxn01987,0.0
rxn05540,0.0
rxn05571,-10000.000000000002
rxn00851,0.0
rxn00363,0.0
rxn00858,0.0
rxn04704,0.0
rxn05497,1125.9133542977547
rxn01629,0.0
rxn02268,4932.922305529688
rxn00552,0.0
rxn00346,0.0
rxn00831,0.0
rxn00827,0.0
rxn10204,4.499753516743258
rxn05645,0.0
rxn00269,9497.583078904658
rxn05454,19.38739586193262
rxn05625,9.441500302853175e-11
rxn01123,10000.000000000022
rxn10072,0.0
rxn00101,0.0
rxn05407,0.0
rxn02376,7647.994961255869
rxn05669,377.31034061702104
rxn08180,0.0
rxn02680,41.83153213522345
rxn03839,0.0
rxn05301,136.25276119750183
rxn08470,0.0
rxn05343,0.0
rxn01548,0.0
rxn05243,425.91170703367885
rxn05449,15.336391394124286
rxn01997,0.0
rxn05205,0.0
rxn05377,134.15538894070477
rxn05459,8.999507033486514
rxn05353,0.0
rxn01270,0.0
rxn05746,0.0
rxn05636,10000.0
rxn09996,0.0
rxn04464,-2423.664855174293
rxn10541,-7217.313871387874
rxn00897,10000.000000000002
rxn05085,0.0
rxn02270,-10000.0
rxn09925,0.0
rxn05472,9999.999999999985
rxn00762,-9999.448350675188
rxn11408,0.0
rxn05678,9999.999999999965
rxn09907,-7426.896463980059
rxn00396,10000.0
rxn00582,-9686.516098192491
rxn01903,0.0
rxn00787,-10000.00000000008
rxn00916,0.0
rxn01322,-6404.763957955381
rxn05255,0.25433123750757675
rxn00430,-10000.0
rxn00892,-10000.000000000002
rxn01813,10000.0
rxn00980,0.0
rxn03856,-10000.00000000008
rxn00327,0.0
rxn00539,0.0
rxn00141,10000.0
rxn01152,0.0
rxn00490,0.0
rxn05310,23.990243940427955
rxn00877,-15.33639139412428
rxn00751,-10000.000000000002
rxn00538,0.0
rxn09212,0.0
rxn01290,0.0
rxn00542,-8350.846336435225
EX_cpd02274_e,0.0
EX_cpd00765_e,0.0
EX_cpd00028_e,0.0
EX_cpd00073_e,-237.35399935846323
EX_cpd11599_e,0.0
EX_cpd00305_e,-226.02934318042674
EX_cpd01055_e,0.0
EX_cpd00588_e,-313.48390180751244
EX_cpd03805_e,0.0
EX_cpd00226_e,10000.0
EX_cpd00179_e,-7756.550657013842
EX_cpd00141_e,7153.369509579888
EX_cpd01665_e,0.0
EX_cpd00298_e,-7825.985590249715
EX_cpd00751_e,0.0
EX_cpd05240_e,0.0
EX_cpd01947_e,0.0
EX_cpd00001_e,0.0
EX_cpd11586_e,0.0
EX_cpd11595_e,0.0
EX_cpd00185_e,0.0
EX_cpd00079_e,0.0
EX_cpd00276_e,-320.1972375686394
EX_cpd11588_e,0.0
EX_cpd00550_e,0.0
EX_cpd00644_e,-0.49275685855561535
EX_cpd02241_e,0.0
EX_cpd11575_e,0.0
EX_cpd03696_e,10000.0
EX_cpd00367_e,0.0
EX_cpd01242_e,0.0
EX_cpd00023_e,-8848.40403338107
EX_cpd11577_e,0.0
EX_cpd00105_e,0.0
EX_cpd00092_e,6820.001162312867
EX_cpd00018_e,-1125.9133542977547
EX_cpd01553_e,-9999.999999999985
EX_cpd11579_e,0.0
EX_cpd00076_e,0.0
EX_cpd00988_e,0.0
EX_cpd00415_e,-9999.999999999965
EX_cpd01187_e,0.0
EX_cpd00041_e,10000.0
EX_cpd01217_e,0.0
EX_cpd00108_e,-10000.0
EX_cpd00064_e,-10000.0
EX_cpd00089_e,0.0
EX_cpd03198_e,-313.48390180749476
EX_cpd00009_e,10000.0
EX_cpd00274_e,0.0
EX_cpd00100_e,0.0
EX_cpd01171_e,10000.0
EX_cpd01981_e,0.0
EX_cpd00637_e,0.0
EX_cpd00035_e,9123.573449495712
EX_cpd10515_e,0.0
EX_cpd00162_e,0.0
EX_cpd00030_e,0.0
EX_cpd00311_e,0.0
EX_cpd00012_e,10000.0
EX_cpd00138_e,0.0
EX_cpd00119_e,-100.45148727293174
EX_cpd00054_e,-10000.0
EX_cpd00137_e,0.0
EX_cpd00314_e,0.0
EX_cpd00067_e,-10000.0
EX_cpd03161_e,0.0
EX_cpd04098_e,-10000.0
EX_cpd00084_e,0.0
EX_cpd00382_e,10000.0
EX_cpd00281_e,-10000.0
EX_cpd00609_e,0.0
EX_cpd00126_e,-78.08630916038052
EX_cpd00154_e,0.0
EX_cpd04761_e,0.0
EX_cpd00129_e,10000.0
EX_cpd05190_e,0.0
EX_cpd00870_e,0.0
EX_cpd00284_e,0.0
EX_cpd11597_e,0.0
EX_cpd00033_e,10000.0
EX_cpd00058_e,0.0
EX_cpd15471_e,0.0
EX_cpd00464_e,0.0
EX_cpd01012_e,0.0
EX_cpd08023_e,0.0
EX_cpd03454_e,0.0
EX_cpd00051_e,-10000.0
EX_cpd00421_e,10000.0
EX_cpd11574_e,0.0
EX_cpd00121_e,0.0
EX_cpd00432_e,0.0
EX_cpd00531_e,0.0
EX_cpd00169_e,0.0
EX_cpd00386_e,0.0
EX_cpd00541_e,0.0
EX_cpd03048_e,0.0
EX_cpd08306_e,0.0
EX_cpd00132_e,-181.99522370729738
EX_cpd00072_e,-4174.636807795326
EX_cpd00061_e,4041.814261556935
EX_cpd11416_c,1229.6572443664504
EX_cpd11584_e,0.0
EX_cpd03884_e,0.0
EX_cpd01200_e,-9686.516098192491
EX_cpd00652_e,0.0
EX_cpd00207_e,-21.39505232646369
EX_cpd01030_e,10000.0
EX_cpd00158_e,0.0
EX_cpd00218_e,-23.990243940427955
EX_cpd00182_e,0.0
EX_cpd01570_e,0.0
EX_cpd11592_e,0.0
EX_cpd00381_e,0.0
EX_cpd00047_e,1648.899332327264
EX_cpd00020_e,0.0
EX_cpd11581_e,0.0
EX_cpd10516_e,-3.94597009717194
EX_cpd01092_e,0.0
EX_cpd00393_e,-0.25433123750757675
EX_cpd00209_e,-10000.0
EX_cpd00053_e,10000.0
EX_cpd00492_e,3188.072917048345
EX_cpd00727_e,0.0
EX_cpd00395_e,0.0
EX_cpd00396_e,-10000.0
EX_cpd00104_e,0.0
EX_cpd00220_e,0.0
EX_cpd00793_e,226.02934318042674
EX_cpd00091_e,254.53828227773482
EX_cpd00249_e,0.0
EX_cpd00700_e,0.0
EX_cpd08376_e,0.0
EX_cpd11590_e,0.0
EX_cpd00971_e,-1.5036210623032762e-12
EX_cpd01939_e,0.0
EX_cpd00322_e,-331.8277784623947
EX_cpd00485_e,0.0
EX_cpd00085_e,0.0
EX_cpd00069_e,-136.25276119750183
EX_cpd00184_e,9931.11265550814
EX_cpd11594_e,-1.4230382950751372e-13
EX_cpd00266_e,0.0
EX_cpd00098_e,0.0
EX_cpd00654_e,0.0
EX_cpd00423_e,0.0
EX_cpd00063_e,-3.668067559945122
EX_cpd00046_e,-9329.854017464388
EX_cpd01572_e,0.0
EX_cpd00027_e,-10000.0
EX_cpd00235_e,-10000.0
EX_cpd11589_e,0.0
EX_cpd00164_e,-9999.999999999945
EX_cpd00106_e,10000.0
EX_cpd00159_e,10000.0
EX_cpd00060_e,0.0
EX_cpd00048_e,0.0
EX_cpd00036_e,10000.0
EX_cpd00117_e,9554.179753017786
EX_cpd00082_e,-10000.0
EX_cpd01415_e,0.0
EX_cpd01262_e,0.0
EX_cpd00142_e,-6126.975627400779
EX_cpd01622_e,-10000.000000000002
EX_cpd03724_e,0.0
EX_cpd03424_e,0.0
EX_cpd00186_e,0.0
EX_cpd00029_e,10000.0
EX_cpd00156_e,-377.31034061702104
EX_cpd00040_e,1541.9349601715014
EX_cpd00176_e,9999.99999999993
EX_cpd01132_e,0.0
EX_cpd00161_e,-10000.0
EX_cpd00075_e,-9.441500302853175e-11
EX_cpd00013_e,10000.0
EX_cpd00065_e,-66.79439127850829
EX_cpd00024_e,-10000.0
EX_cpd00232_e,6404.76395795538
EX_cpd00309_e,0.0
EX_cpd00039_e,-399.90717779273956
EX_cpd05158_e,0.0
EX_cpd00307_e,0.0
EX_cpd00244_e,0.0
EX_cpd00285_e,0.0
EX_cpd11591_e,-7426.89646398006
EX_cpd00254_e,-116.49772733127752
EX_cpd11582_e,0.0
EX_cpd00128_e,3201.578055779086
EX_cpd00457_e,-10000.000000000002
EX_cpd00157_e,-9999.448350675188
EX_cpd00239_e,7217.313871387874
EX_cpd00210_e,0.0
EX_cpd00738_e,10000.0
EX_cpd00034_e,0.0
EX_cpd00288_e,-10000.0
EX_cpd00149_e,0.0
EX_cpd11580_e,0.0
EX_cpd00216_e,-216.4862363551328
EX_cpd00438_e,-2204.310972657851
EX_cpd00107_e,-425.91170703367885
EX_cpd11583_e,0.0
EX_cpd01991_e,0.0
EX_cpd11596_e,0.0
EX_cpd00146_e,0.0
EX_cpd00007_e,-1850.6182766299264
EX_cpd00417_e,0.0
EX_cpd00989_e,0.0
EX_cpd00011_e,10000.0
EX_cpd00212_e,0.0
EX_cpd01571_e,0.0
EX_cpd00300_e,-10000.0
EX_cpd09878_e,0.0
EX_cpd11585_e,0.0
EX_cpd01048_e,10000.0
EX_cpd00205_e,-808.6226038953777
EX_cpd00280_e,-9999.999999999998
EX_cpd00208_e,0.0
EX_cpd08305_e,0.0
EX_cpd00080_e,-757.9478484569863
EX_cpd00482_e,-2467.70207143439
EX_cpd00540_e,10000.000000000002
EX_cpd11598_e,0.0
EX_cpd08928_e,0.0
EX_cpd00363_e,1774.040850411467
EX_cpd01293_e,0.0
EX_cpd00139_e,10000.0
EX_cpd00155_e,0.0
EX_cpd11593_e,0.0
EX_cpd00222_e,10000.0
EX_cpd00794_e,0.0
EX_cpd00130_e,-7364.8346391059995
EX_cpd00122_e,0.0
EX_cpd00224_e,10000.0
EX_cpd03535_e,10000.0
EX_cpd07061_e,0.0
EX_cpd03701_e,0.0
EX_cpd03727_e,0.0
EX_cpd00246_e,0.0
EX_cpd04097_e,0.0
EX_cpd01017_e,0.0
EX_cpd00681_e,0.0
EX_cpd11587_e,0.0
EX_cpd15585_e,9999.999999999989
EX_cpd11578_e,0.0
