,minimum,maximum,range
rxn10309,0.023013082208442212,0.02523870465364754,0.0022256224452053275
rxn10224,26.32317561986525,29.247972910961384,2.9247972910961337
rxn05203,0.0,0.0,0.0
rxn04113,0.0,1.1914920842305936,1.1914920842305936
rxn05250,0.0,0.0,0.0
rxn10231,2.650811050222536,2.9453456113583756,0.29453456113583965
rxn06023,0.2793488019429026,0.31038755771433646,0.031038755771433835
rxn05355,0.0,38.591651336998915,38.591651336998915
rxn00499,-10000.0,10000.0,20000.0
rxn02811,-4853.013915286468,-354.27973081632524,4498.734184470142
rxn05024,0.15319183940060244,0.1702131548878521,0.017021315487249666
rxn09992,-10000.0,10000.0,20000.0
rxn10262,4.189602978056995,4.655114420063326,0.46551144200633043
rxn00333,0.0,10000.0,10000.0
rxn08469,0.0,10000.000000000004,10000.000000000004
rxn01286,-10000.0,10000.0,20000.0
rxn05628,0.0,0.0,0.0
rxn00422,-10000.0,3761.804628150535,13761.804628150534
rxn05610,-10000.0,10000.0,20000.0
rxn01705,-10000.0,10000.0,20000.0
rxn02894,0.0,0.0,0.0
rxn10191,2.568410472121777,2.8537894134686446,0.2853789413468677
rxn01019,0.0,10000.0,10000.0
rxn00412,0.0,10000.0,10000.0
rxn03167,0.0,3359.1487114649317,3359.1487114649317
rxn05457,-32.667119775665554,38.59165133699869,71.25877111266425
rxn05526,0.0,0.0,0.0
rxn00908,0.0,10000.0,10000.0
rxn06586,-66.16159772563604,0.0,66.16159772563604
rxn05700,0.0,0.0,0.0
rxn05573,-10000.0,10000.0,20000.0
rxn03135,83.55705016659786,2770.8760193385724,2687.3189691719745
rxn00469,0.0,10000.0,10000.0
rxn05655,-9999.999999999995,9999.99999999998,19999.999999999975
rxn00763,-10000.0,10000.0,20000.0
rxn02061,0.0,0.0,0.0
rxn00686,-10000.0,-0.21155652892230137,9999.788443471078
rxn00138,19.955443875023768,4498.820392495006,4478.864948619982
rxn05393,59.60770755047151,66.23078616719056,6.623078616719049
rxn01515,-10000.0,10000.0,20000.0
rxn00791,55.56057410818954,4642.82878348049,4587.2682093723
rxn05494,-9629.160047763811,10000.0,19629.160047763813
rxn08040,8.090492987183596,8.989436652426237,0.8989436652426406
rxn00338,0.0,6718.297422929936,6718.297422929936
rxn02831,0.15319183940060244,0.1702131548903136,0.01702131548971117
rxn01236,-10000.0,9999.99999999997,19999.99999999997
rxn07466,-115.42558966975866,9896.116969297198,10011.542558966958
rxn10298,0.07055355158891416,0.07748711231017325,0.0069335607212590855
rxn03136,0.0,1679.5743557324854,1679.5743557324854
rxn01636,-9999.999999999987,9999.999999999998,19999.999999999985
rxn05170,0.0,10000.0,10000.0
rxn05739,0.0,10000.0,10000.0
rxn00216,-10000.0,10000.0,20000.0
rxn05499,-10000.0,10000.0,20000.0
rxn05294,26.594029675021577,29.54892186113522,2.954892186113643
rxn05411,12.757039839655112,14.174488710727903,1.417448871072791
rxn01093,0.0,0.0,0.0
rxn05440,0.0,66.23078616719057,66.23078616719057
rxn00988,0.0,10000.0,10000.0
rxn10002,0.0,0.0,0.0
rxn10246,0.23546353874264103,0.26162615415849,0.026162615415848967
rxn10321,0.022008727992346162,0.024454142213717958,0.002445414221371796
rxn03086,-4915.396753611447,-436.531804991407,4478.86494862004
rxn10260,3.6389183598817336,4.0432426220908155,0.4043242622090819
rxn00778,-3436.594845860063,10000.0,13436.594845860063
rxn06672,991.5064267895275,1363.4745571317685,371.968130342241
rxn04082,-10000.0,10000.0,20000.0
rxn05605,-10000.0,10000.0,20000.0
rxn04456,0.0,0.0,0.0
rxn05617,-10000.0,10000.0,20000.0
rxn04996,0.0,1.1914920842305925,1.1914920842305925
rxn01329,-10000.0,9999.999999999935,19999.999999999935
rxn00606,-10000.000000000002,9999.999999999975,19999.999999999978
rxn02835,83.55705016659809,2770.8760193384414,2687.3189691718435
rxn05177,0.0,10000.000000000002,10000.000000000002
rxn02373,0.0,10000.0,10000.0
rxn01353,-10000.0,10000.0,20000.0
rxn02521,0.0,10000.0,10000.0
rxn05581,-10000.0,10000.0,20000.0
rxn00726,0.0,4642.828783491658,4642.828783491658
rxn10289,0.4853238577345845,0.5392487308162047,0.05392487308162025
rxn00608,-10000.000000000033,10000.000000000002,20000.000000000036
rxn05159,0.0,10000.0,10000.0
rxn05287,0.15319183939706968,0.17021315489008484,0.017021315493015166
rxn10238,0.0,10000.0,10000.0
rxn00077,-10000.0,10000.0,20000.0
rxn00247,0.0,10000.0,10000.0
rxn05345,0.0,38.59165133699869,38.59165133699869
rxn05667,-10000.0,10000.0,20000.0
rxn05379,37.905416424986846,42.11712936109648,4.211712936109635
rxn10301,0.053607017602154264,0.059563352891282555,0.005956335289128291
rxn09450,0.0,0.0,0.0
rxn02177,0.0,0.0,0.0
rxn10218,36.843521729730256,40.93724636636698,4.093724636636722
rxn01213,0.15319183940060246,0.17021315489008482,0.017021315489482353
rxn03147,0.0,1679.574355732503,1679.574355732503
rxn10196,2.568410472121777,2.8537894134686392,0.28537894134686237
rxn05384,59.6077075504715,66.2307861671906,6.6230786167190985
rxn01917,0.0,10000.000000000002,10000.000000000002
rxn04885,0.0,0.0,0.0
rxn01100,-10000.0,3436.5948458599264,13436.594845859927
rxn01211,-2666.6666666666483,10000.0,12666.666666666648
rxn02911,4.670988006163854e-15,38.66232706022013,38.66232706022012
rxn03884,-10000.0,10000.0,20000.0
rxn01602,-0.23506280990022463,3358.937154936015,3359.172217745915
rxn00670,-10000.0,9612.388228860187,19612.38822886019
rxn10335,0.011536080934106283,0.012745888046847108,0.0012098071127408256
rxn00371,0.0,10000.0,10000.0
rxn06991,1.0723428758042173,1.1914920842305994,0.1191492084263821
rxn03644,-10000.0,10000.0,20000.0
rxn01176,-2.100791420073757e-11,9999.999999999998,10000.00000000002
rxn05389,59.60770755047151,66.23078616719063,6.62307861671912
rxn05444,0.0,17.91858441227977,17.91858441227977
rxn05431,10.202323410776954,11.33591490086329,1.1335914900863369
rxn01603,0.0,3359.1487114649544,3359.1487114649544
rxn01241,-10000.0,10000.0,20000.0
rxn05382,0.0,42.11712936109651,42.11712936109651
rxn10229,11.34173994801959,12.601933275577323,1.260193327557733
rxn01522,-9999.99999999999,10000.000000000005,19999.999999999996
rxn05515,0.0,0.0,0.0
rxn01107,-1.5157680272036826e-12,1.5157680272036826e-12,3.0315360544073653e-12
rxn00836,0.0,6718.297422930059,6718.297422930059
rxn05643,0.0,10000.0,10000.0
rxn03599,0.0,0.0,0.0
rxn05366,0.0,123.9916220938305,123.9916220938305
rxn03247,-2.335621154950463e-14,38.66232706022013,38.66232706022015
rxn01255,0.0,3359.148711464996,3359.148711464996
rxn01360,0.0,3440.451157037858,3440.451157037858
rxn03194,276.01931125537385,10000.0,9723.980688744627
rxn05607,-9999.999999999978,10000.0,19999.999999999978
rxn06777,-38.66232706022016,-1.0197947187704113e-13,38.66232706022006
rxn00178,-10000.0,3543.755687604348,13543.755687604349
rxn10254,-6.114952083283635,9994.496543125058,10000.611495208343
rxn05545,0.0,0.0,0.0
rxn02175,0.40988252805310715,0.45542503115541155,0.0455425031023044
rxn03958,-1.1914920842305916,-1.0723428758075342,0.11914920842305743
rxn07433,0.0,66.16159772564139,66.16159772564139
rxn01544,0.0,6718.29742293,6718.29742293
rxn00713,-10000.0,10000.0,20000.0
rxn00288,-10000.0,10000.0,20000.0
rxn06525,-10000.0,9998.927657124192,19998.927657124194
rxn11401,0.0,10000.0,10000.0
rxn10267,0.23768679962347283,0.26409644402608057,0.026409644402607735
rxn10012,-4.670988006163853e-15,38.662327060220306,38.66232706022031
rxn05433,0.0,123.99162209383063,123.99162209383063
rxn00132,0.0,10000.0,10000.0
rxn10274,1.7028934564860663,1.8921038405400739,0.18921038405400759
rxn05373,111.59245988444735,123.99162209383077,12.39916220938342
rxn05183,0.0,0.0,0.0
rxn01790,-4587.268209383461,0.0,4587.268209383461
rxn10323,0.6511200397848667,0.7234667108720761,0.07234667108720949
rxn10236,19.224210343695983,21.360233715217817,2.1360233715218335
rxn03075,0.0,0.0,0.0
rxn05465,991.5064267895274,1363.4745571317776,371.9681303422502
rxn01872,-10000.0,3.637978807091713e-12,10000.000000000004
rxn00747,-10000.0,10000.0,20000.0
rxn05528,0.0,0.0,0.0
rxn05538,0.0,0.0,0.0
rxn05682,-10000.0,5428.571428571526,15428.571428571526
rxn10306,0.03283585300920818,0.03618934956401193,0.003353496554803749
rxn00707,-10000.0,10000.0,20000.0
rxn02285,103.88303070278256,115.42558966975834,11.542558966975776
rxn05452,37.905416424986846,42.117129361096445,4.211712936109599
rxn02007,0.0,9999.999999999985,9999.999999999985
rxn10010,-9.341976012327706e-15,38.662327060220136,38.66232706022014
rxn03108,0.0,0.0,0.0
rxn10222,0.9127496488942206,1.014166276549135,0.10141662765491444
rxn05508,-9848.613649730545,0.0,9848.613649730545
rxn00392,0.0,1.6985455699188796e-28,1.6985455699188796e-28
rxn00399,-10000.0,1718.2974229300253,11718.297422930025
rxn02400,0.0,6718.297422929895,6718.297422929895
rxn05564,-10000.000000000036,10000.0,20000.000000000036
rxn10213,3.742962304920996,4.1588470054677735,0.4158847005467776
rxn01799,-6521.889511011307,10000.0,16521.889511011308
rxn01280,-9999.999999999995,10000.0,19999.999999999993
rxn00758,0.0,0.0,0.0
rxn10284,5.503456874955269,6.114952083283637,0.6114952083283676
rxn05213,-9996.948846518411,10000.0,19996.94884651841
rxn00328,0.0,0.0,0.0
rxn05380,37.905416424986846,42.11712936109653,4.211712936109684
rxn00237,-10000.0,10000.0,20000.0
rxn01068,-10000.0,10000.000000000013,20000.000000000015
rxn05517,-10000.0,0.0,10000.0
rxn10862,0.0,10000.0,10000.0
rxn08025,-10000.0,10000.0,20000.0
rxn01670,0.0,4478.864948619968,4478.864948619968
rxn05331,0.0,38.591651336998765,38.591651336998765
rxn00420,0.0,10000.0,10000.0
rxn05336,-32.667119775665434,0.0,32.667119775665434
rxn02475,0.0,3359.148711464988,3359.148711464988
rxn00001,0.0,10000.0,10000.0
rxn00191,-10000.0,10000.0,20000.0
rxn01476,-9999.999999999993,10000.0,19999.999999999993
rxn01304,0.0,6718.297422929913,6718.297422929913
rxn10313,0.12111330252922903,0.1345703361435879,0.013457033614358876
rxn05657,0.0,0.0,0.0
rxn05308,-4586.858326855418,0.4554250311661295,4587.313751886584
rxn08295,-0.8470710329740778,9999.237636070326,10000.0847071033
rxn00147,0.0,10000.0,10000.0
rxn02795,0.0,0.0,0.0
rxn05395,0.0,66.23078616719064,66.23078616719064
rxn09989,0.0,9999.999999999998,9999.999999999998
rxn11395,-10000.0,3436.594845859975,13436.594845859974
rxn05312,0.0,10000.0,10000.0
rxn11921,0.0,0.0,0.0
rxn02774,0.0,0.0,0.0
rxn05325,0.0,38.59165133699867,38.59165133699867
rxn01268,0.0,9820.076701161319,9820.076701161319
rxn05172,0.0,0.0,0.0
rxn10251,2.252023346772634,2.502248163080709,0.25022481630807514
rxn05104,0.0,0.0,0.0
rxn10303,0.007736325974139199,0.008595917749043556,0.0008595917749043575
rxn03057,0.0,0.0,0.0
rxn01510,-10000.0,10000.0,20000.0
rxn01621,-9999.999999999955,10000.0,19999.999999999956
rxn01961,0.0,9999.999999999996,9999.999999999996
rxn00898,668.132117826302,9999.99999999997,9331.867882173668
rxn10328,0.16324642831282477,0.18138492034758325,0.01813849203475848
rxn01210,0.0,0.0,0.0
rxn05501,-10000.0,10000.0,20000.0
rxn05185,0.0,0.0,0.0
rxn03408,103.88303070278258,115.42558966975848,11.542558966975903
rxn05116,0.0,0.0,0.0
rxn10220,5.7217873123645075,6.35754145818279,0.6357541458182823
rxn04748,0.0,0.0,0.0
rxn03907,1.0723428758075333,1.1914920842305936,0.11914920842306032
rxn00441,0.0,10000.000000000004,10000.000000000004
rxn01485,-6718.297422929972,0.0,6718.297422929972
rxn01386,0.0,0.0,0.0
rxn05548,0.0,0.0,0.0
rxn04712,0.0,0.0,0.0
rxn09953,0.0,10000.0,10000.0
rxn01517,-9964.427825906689,10000.000000000011,19964.4278259067
rxn09067,0.0,10000.0,10000.0
rxn01987,-6718.297422930056,0.0,6718.297422930056
rxn05540,0.0,0.0,0.0
rxn05571,-10000.0,10000.000000000002,20000.0
rxn00851,0.0,10000.0,10000.0
rxn00363,0.0,10000.0,10000.0
rxn00858,0.0,0.0,0.0
rxn04704,0.0,0.0,0.0
rxn05497,-10000.0,10000.0,20000.0
rxn01629,0.0,0.0,0.0
rxn02268,0.0,9806.194114430105,9806.194114430105
rxn00552,0.0,10000.0,10000.0
rxn00346,0.0,10000.0,10000.0
rxn00831,0.0,10000.0,10000.0
rxn00827,0.0,0.0,0.0
rxn10204,3.742962304920996,4.158847005467781,0.4158847005467847
rxn05645,-3359.148711465003,0.0,3359.148711465003
rxn00269,0.0,10000.0,10000.0
rxn05454,16.126725971051787,17.91858441227977,1.7918584412279834
rxn05625,-9999.999999999996,10000.0,19999.999999999996
rxn01123,-10000.000000000004,9999.999999999995,20000.0
rxn10072,0.0,0.0,0.0
rxn00101,0.0,9500.000000000045,9500.000000000045
rxn05407,0.0,17.91858441227921,17.91858441227921
rxn02376,0.0,9999.999999999984,9999.999999999984
rxn05669,-9331.8678821737,0.0,9331.8678821737
rxn08180,0.0,0.0,0.0
rxn02680,-9.292470118407398e-15,38.66232706022013,38.662327060220136
rxn03839,0.0,0.0,0.0
rxn05301,-9706.739615650715,125.93009501175258,9832.669710662467
rxn08470,0.0,0.0,0.0
rxn05343,0.0,38.59165133699867,38.59165133699867
rxn01548,0.0,0.0,0.0
rxn05243,-4478.86494861998,0.0,4478.86494861998
rxn05449,0.0,14.174488710727909,14.174488710727909
rxn01997,0.0,0.0,0.0
rxn05205,-6718.297422929917,10000.0,16718.297422929918
rxn05377,111.59245988444735,123.9916220938306,12.399162209383249
rxn05459,7.485924609841992,8.317694010935552,0.8317694010935606
rxn05353,0.0,38.59165133699878,38.59165133699878
rxn01270,-199.91477648742347,0.0,199.91477648742347
rxn05746,0.0,10000.0,10000.0
rxn05636,-10000.000000000038,10000.0,20000.000000000036
rxn09996,0.0,0.0,0.0
rxn04464,-10000.0,10000.0,20000.0
rxn10541,-10000.0,191.472434732068,10191.472434732068
rxn00897,-10000.0,10000.0,20000.0
rxn05085,-10000.000000000033,10000.0,20000.000000000033
rxn02270,-10000.0,9612.38822885334,19612.388228853342
rxn09925,-10000.0,0.0,10000.0
rxn05472,-10000.0,10000.0,20000.0
rxn00762,-10000.0,9999.99999999999,19999.999999999993
rxn11408,0.0,0.0,0.0
rxn05678,-10000.00000000003,10000.000000000005,20000.000000000036
rxn09907,-10000.0,0.0,10000.0
rxn00396,0.0,10000.000000000004,10000.000000000004
rxn00582,-10000.0,10000.0,20000.0
rxn01903,0.0,0.0,0.0
rxn00787,-9999.999999999973,10000.000000000011,19999.999999999985
rxn00916,-10000.0,10000.0,20000.0
rxn01322,-10000.000000000007,10000.0,20000.000000000007
rxn05255,-3358.9371549360876,0.23506280989599881,3359.1722177459837
rxn00430,-9999.999999999998,10000.0,20000.0
rxn00892,-9999.999999999998,9999.999999999998,19999.999999999996
rxn01813,-9999.999999999967,10000.0,19999.999999999967
rxn00980,0.0,10000.0,10000.0
rxn03856,-10000.000000000002,10000.0,20000.0
rxn00327,0.0,5428.571428571493,5428.571428571493
rxn00539,-1.0926727293038586e-11,10000.0,10000.000000000011
rxn00141,-9999.846808160559,10000.0,19999.84680816056
rxn01152,-10000.0,10000.0,20000.0
rxn00490,0.0,199.91477648742193,199.91477648742193
rxn05310,-6698.3419790549,22.172715416706858,6720.514694471606
rxn00877,-14.17448871073005,38.6569520332404,52.83144074397045
rxn00751,-10000.000000000002,10000.000000000004,20000.000000000007
rxn00538,0.0,9999.999999999998,9999.999999999998
rxn09212,0.0,9999.999999999998,9999.999999999998
rxn01290,-9999.999999999924,9999.999999999995,19999.99999999992
rxn00542,-10000.0,10000.0,20000.0
EX_cpd02274_e,0.0,0.0,0.0
EX_cpd00765_e,0.0,0.0,0.0
EX_cpd00028_e,0.0,0.0,0.0
EX_cpd00073_e,-10000.0,10000.0,20000.0
EX_cpd11599_e,0.0,0.0,0.0
EX_cpd00305_e,-10000.0,0.0,10000.0
EX_cpd01055_e,0.0,0.0,0.0
EX_cpd00588_e,-9999.999999999985,9999.999999999965,19999.99999999995
EX_cpd03805_e,0.0,0.0,0.0
EX_cpd00226_e,-10000.00000000007,10000.0,20000.00000000007
EX_cpd00179_e,-10000.0,0.0,10000.0
EX_cpd00141_e,-9999.99999999999,10000.0,19999.999999999993
EX_cpd01665_e,-10000.0,0.0,10000.0
EX_cpd00298_e,-10000.0,10000.0,20000.0
EX_cpd00751_e,0.0,0.0,0.0
EX_cpd05240_e,0.0,0.0,0.0
EX_cpd01947_e,0.0,10000.000000000005,10000.000000000005
EX_cpd00001_e,0.0,10000.0,10000.0
EX_cpd11586_e,0.0,0.0,0.0
EX_cpd11595_e,0.0,0.0,0.0
EX_cpd00185_e,-10000.0,10000.0,20000.0
EX_cpd00079_e,-10000.0,10000.0,20000.0
EX_cpd00276_e,-10000.0,10000.0,20000.0
EX_cpd11588_e,0.0,0.0,0.0
EX_cpd00550_e,0.0,10000.0,10000.0
EX_cpd00644_e,-0.4554250311741582,4586.858326855373,4587.313751886547
EX_cpd02241_e,0.0,0.0,0.0
EX_cpd11575_e,0.0,0.0,0.0
EX_cpd03696_e,-10000.0,10000.0,20000.0
EX_cpd00367_e,-9442.562544350107,0.0,9442.562544350107
EX_cpd01242_e,-6718.297422930018,0.0,6718.297422930018
EX_cpd00023_e,-10000.0,10000.0,20000.0
EX_cpd11577_e,0.0,0.0,0.0
EX_cpd00105_e,-10000.000000000016,10000.000000000013,20000.00000000003
EX_cpd00092_e,-9999.999999999998,0.0,9999.999999999998
EX_cpd00018_e,-10000.0,10000.0,20000.0
EX_cpd01553_e,-9999.999999999993,10000.000000000004,19999.999999999996
EX_cpd11579_e,-10000.000000000004,0.0,10000.000000000004
EX_cpd00076_e,-10000.0,9999.999999999995,19999.999999999993
EX_cpd00988_e,-10000.0,10000.0,20000.0
EX_cpd00415_e,-10000.0,9999.999999999998,20000.0
EX_cpd01187_e,0.0,0.0,0.0
EX_cpd00041_e,-10000.0,10000.0,20000.0
EX_cpd01217_e,0.0,10000.0,10000.0
EX_cpd00108_e,-10000.0,10000.0,20000.0
EX_cpd00064_e,0.0,0.0,0.0
EX_cpd00089_e,-10000.0,10000.0,20000.0
EX_cpd03198_e,-10000.0,10000.0,20000.0
EX_cpd00009_e,-2666.6666666668525,10000.0,12666.666666666853
EX_cpd00274_e,0.0,0.0,0.0
EX_cpd00100_e,-10000.000000000042,10000.0,20000.000000000044
EX_cpd01171_e,-10000.0,10000.0,20000.0
EX_cpd01981_e,0.0,0.0,0.0
EX_cpd00637_e,0.0,0.0,0.0
EX_cpd00035_e,0.0,9999.999999999998,9999.999999999998
EX_cpd10515_e,0.0,0.0,0.0
EX_cpd00162_e,-10000.0,0.0,10000.0
EX_cpd00030_e,0.0,0.0,0.0
EX_cpd00311_e,0.0,10000.0,10000.0
EX_cpd00012_e,-3436.5948458599164,10000.0,13436.594845859916
EX_cpd00138_e,-10000.0,10000.0,20000.0
EX_cpd00119_e,0.0,2687.318969171987,2687.318969171987
EX_cpd00054_e,0.0,10000.0,10000.0
EX_cpd00137_e,-9999.999999999975,10000.000000000002,19999.999999999978
EX_cpd00314_e,-10000.0,10000.0,20000.0
EX_cpd00067_e,-10000.0,10000.0,20000.0
EX_cpd03161_e,0.0,0.0,0.0
EX_cpd04098_e,-10000.0,9.1018125829927e-12,10000.00000000001
EX_cpd00084_e,-10000.0,0.0,10000.0
EX_cpd00382_e,-10000.0,0.0,10000.0
EX_cpd00281_e,-10000.0,9999.999999999982,19999.99999999998
EX_cpd00609_e,-10000.0,0.0,10000.0
EX_cpd00126_e,-10000.0,6719.104388075141,16719.104388075142
EX_cpd00154_e,-10000.0,10000.0,20000.0
EX_cpd04761_e,0.0,0.0,0.0
EX_cpd00129_e,-10000.00000000001,10000.0,20000.000000000007
EX_cpd05190_e,0.0,0.0,0.0
EX_cpd00870_e,0.0,0.0,0.0
EX_cpd00284_e,-10000.0,10000.0,20000.0
EX_cpd11597_e,0.0,0.0,0.0
EX_cpd00033_e,0.0,10000.0,10000.0
EX_cpd00058_e,0.0,0.0,0.0
EX_cpd15471_e,0.0,0.0,0.0
EX_cpd00464_e,0.0,0.0,0.0
EX_cpd01012_e,0.0,0.0,0.0
EX_cpd08023_e,-10000.000000000004,0.0,10000.000000000004
EX_cpd03454_e,-9442.562544350127,10000.000000000013,19442.56254435014
EX_cpd00051_e,-10000.0,0.0,10000.0
EX_cpd00421_e,-10000.0,10000.000000000002,20000.0
EX_cpd11574_e,0.0,0.0,0.0
EX_cpd00121_e,-10000.0,0.0,10000.0
EX_cpd00432_e,-10000.000000000004,1.1867110504131174e-12,10000.000000000005
EX_cpd00531_e,0.0,0.0,0.0
EX_cpd00169_e,-10000.0,10000.0,20000.0
EX_cpd00386_e,-9999.999999999998,0.0,9999.999999999998
EX_cpd00541_e,0.0,0.0,0.0
EX_cpd03048_e,-10000.000000000002,0.0,10000.000000000002
EX_cpd08306_e,0.0,0.0,0.0
EX_cpd00132_e,0.0,9848.61364973045,9848.61364973045
EX_cpd00072_e,-10000.000000000002,10000.000000000016,20000.00000000002
EX_cpd00061_e,-10000.0,10000.0,20000.0
EX_cpd11416_c,1022.8472951931375,1136.4969946590415,113.64969946590406
EX_cpd11584_e,0.0,0.0,0.0
EX_cpd03884_e,0.0,0.0,0.0
EX_cpd01200_e,-9999.999999999996,10000.0,19999.999999999996
EX_cpd00652_e,-10000.0,0.0,10000.0
EX_cpd00207_e,0.0,0.0,0.0
EX_cpd01030_e,-10000.0,10000.000000000004,20000.000000000004
EX_cpd00158_e,-10000.0,10000.0,20000.0
EX_cpd00218_e,-22.172715416702747,6698.341979054946,6720.514694471649
EX_cpd00182_e,-10000.0,10000.0,20000.0
EX_cpd01570_e,-10000.0,0.0,10000.0
EX_cpd11592_e,0.0,0.0,0.0
EX_cpd00381_e,0.0,0.0,0.0
EX_cpd00047_e,-10000.000000000015,10000.0,20000.000000000015
EX_cpd00020_e,-10000.0,10000.0,20000.0
EX_cpd11581_e,0.0,0.0,0.0
EX_cpd10516_e,-3.647018855860867,-3.2823169702747785,0.3647018855860886
EX_cpd01092_e,-5428.57142857118,10000.0,15428.57142857118
EX_cpd00393_e,-0.23506280989739817,3358.9371549360585,3359.172217745956
EX_cpd00209_e,-10000.0,9999.999999999736,19999.999999999738
EX_cpd00053_e,0.0,10000.0,10000.0
EX_cpd00492_e,-10000.0,9999.999999999956,19999.999999999956
EX_cpd00727_e,-10000.0,0.0,10000.0
EX_cpd00395_e,0.0,0.0,0.0
EX_cpd00396_e,-10000.0,10000.0,20000.0
EX_cpd00104_e,0.0,0.0,0.0
EX_cpd00220_e,0.0,3359.1487114650963,3359.1487114650963
EX_cpd00793_e,-1.4069097132331774e-12,10000.000000000005,10000.000000000007
EX_cpd00091_e,-1902.115092987804,10000.000000000002,11902.115092987806
EX_cpd00249_e,-10000.0,0.0,10000.0
EX_cpd00700_e,0.0,0.0,0.0
EX_cpd08376_e,0.0,0.0,0.0
EX_cpd11590_e,0.0,0.0,0.0
EX_cpd00971_e,0.0,1.1747039549244345e-12,1.1747039549244345e-12
EX_cpd01939_e,0.0,0.0,0.0
EX_cpd00322_e,0.0,9723.980688744563,9723.980688744563
EX_cpd00485_e,-10000.0,9999.999999999998,20000.0
EX_cpd00085_e,-4587.2682093835265,10000.000000000024,14587.26820938355
EX_cpd00069_e,-125.93009501175266,9706.739615650742,9832.669710662494
EX_cpd00184_e,0.0,10000.0,10000.0
EX_cpd11594_e,-10000.0,-3.637978807091713e-12,9999.999999999996
EX_cpd00266_e,0.0,0.0,0.0
EX_cpd00098_e,-10000.0,0.0,10000.0
EX_cpd00654_e,-10000.000000000002,6718.29742292994,16718.297422929943
EX_cpd00423_e,0.0,0.0,0.0
EX_cpd00063_e,-3.3901705350679223,-3.0511534815611294,0.3390170535067929
EX_cpd00046_e,-9442.562544350103,0.0,9442.562544350103
EX_cpd01572_e,-10000.0,0.0,10000.0
EX_cpd00027_e,-10000.0,10000.0,20000.0
EX_cpd00235_e,-10000.0,10000.0,20000.0
EX_cpd11589_e,0.0,0.0,0.0
EX_cpd00164_e,-9999.999999999998,1.2914822193710948e-12,10000.0
EX_cpd00106_e,-9999.999999999976,10000.0,19999.999999999978
EX_cpd00159_e,-10000.0,10000.0,20000.0
EX_cpd00060_e,-10000.0,0.0,10000.0
EX_cpd00048_e,-6433.089082310317,0.0,6433.089082310317
EX_cpd00036_e,-10000.0,10000.0,20000.0
EX_cpd00117_e,-10000.0,9629.160047763775,19629.160047763777
EX_cpd00082_e,-10000.0,10000.0,20000.0
EX_cpd01415_e,0.0,0.0,0.0
EX_cpd01262_e,-10000.000000000002,0.0,10000.000000000002
EX_cpd00142_e,-10000.0,3436.594845859991,13436.59484585999
EX_cpd01622_e,-10000.000000000002,10000.0,20000.0
EX_cpd03724_e,0.0,0.0,0.0
EX_cpd03424_e,0.0,0.0,0.0
EX_cpd00186_e,-10000.0,9896.116969297223,19896.116969297225
EX_cpd00029_e,0.0,10000.0,10000.0
EX_cpd00156_e,0.0,9331.867882173574,9331.867882173574
EX_cpd00040_e,-10000.0,10000.000000000002,20000.0
EX_cpd00176_e,-10000.0,10000.0,20000.0
EX_cpd01132_e,0.0,0.0,0.0
EX_cpd00161_e,0.0,10000.0,10000.0
EX_cpd00075_e,-10000.0,10000.000000000027,20000.00000000003
EX_cpd00013_e,-10000.0,10000.0,20000.0
EX_cpd00065_e,0.0,4587.268209383486,4587.268209383486
EX_cpd00024_e,-10000.0,10000.0,20000.0
EX_cpd00232_e,-10000.0,10000.0,20000.0
EX_cpd00309_e,-10000.000000000005,10000.0,20000.000000000007
EX_cpd00039_e,0.0,4478.864948619872,4478.864948619872
EX_cpd05158_e,0.0,0.0,0.0
EX_cpd00307_e,-9442.562544350161,0.0,9442.562544350161
EX_cpd00244_e,0.0,0.0,0.0
EX_cpd00285_e,-10000.0,0.0,10000.0
EX_cpd11591_e,-10000.000000000002,0.0,10000.000000000002
EX_cpd00254_e,-107.67172527399808,-96.90455274659811,10.767172527399964
EX_cpd11582_e,0.0,0.0,0.0
EX_cpd00128_e,0.0,10000.0,10000.0
EX_cpd00457_e,-10000.000000000002,10000.000000000015,20000.000000000015
EX_cpd00157_e,-10000.0,10000.0,20000.0
EX_cpd00239_e,-191.4724347321064,10000.0,10191.472434732106
EX_cpd00210_e,0.0,0.0,0.0
EX_cpd00738_e,-9999.999999999998,10000.0,20000.0
EX_cpd00034_e,0.0,0.0,0.0
EX_cpd00288_e,-10000.0,10000.0,20000.0
EX_cpd00149_e,0.0,0.0,0.0
EX_cpd11580_e,-10000.000000000002,0.0,10000.000000000002
EX_cpd00216_e,-10000.0,3123.511646678684,13123.511646678684
EX_cpd00438_e,0.0,10000.0,10000.0
EX_cpd00107_e,0.0,4478.864948619993,4478.864948619993
EX_cpd11583_e,0.0,0.0,0.0
EX_cpd01991_e,0.0,0.0,0.0
EX_cpd11596_e,0.0,0.0,0.0
EX_cpd00146_e,-10000.0,10000.0,20000.0
EX_cpd00007_e,-10000.0,10000.0,20000.0
EX_cpd00417_e,-10000.0,10000.000000000022,20000.000000000022
EX_cpd00989_e,-6880.902314075221,10000.0,16880.90231407522
EX_cpd00011_e,-3436.5948458600487,10000.0,13436.594845860049
EX_cpd00212_e,-10000.0,10000.000000000036,20000.000000000036
EX_cpd01571_e,-10000.0,0.0,10000.0
EX_cpd00300_e,-10000.0,10000.0,20000.0
EX_cpd09878_e,-10000.000000000002,-7.751145714394826e-13,10000.000000000002
