,minimum,maximum,range
rxn04783,0.0,1679.5743557324909,1679.5743557324909
rxn07099,0.0,0.0,0.0
rxn02085,0.0,0.0,0.0
rxn05554,-10000.0,10000.0,20000.0
rxn05429,10.202323410776952,11.335914900863287,1.133591490086335
rxn05359,111.59245988444732,123.99162209383037,12.39916220938305
rxn01739,0.0,3359.148711464985,3359.148711464985
rxn10203,2.6940511422628814,2.993390158069867,0.29933901580698574
rxn00062,0.0,10000.0,10000.0
rxn05424,0.0,14.174488710727886,14.174488710727886
rxn00543,-10000.0,10000.0,20000.0
rxn00347,-10000.0,10000.0,20000.0
rxn01523,0.0,10000.000000000002,10000.000000000002
rxn02374,0.0,10000.0,10000.0
rxn05406,16.126725971051787,17.918584412279774,1.791858441227987
rxn05206,-10000.0,10000.0,20000.0
rxn05552,0.0,10000.000000000002,10000.000000000002
rxn01069,0.0,9563.468195008594,9563.468195008594
rxn05322,0.0,38.591651336998716,38.591651336998716
rxn05105,0.0,0.0,0.0
rxn02113,0.0,6718.297422929869,6718.297422929869
rxn10001,0.0,0.0,0.0
rxn07435,0.0,9723.98068874463,9723.98068874463
rxn05416,0.0,14.174488710727928,14.174488710727928
rxn00117,-10000.0,10000.0,20000.0
rxn00102,-10000.0,8027.379128672932,18027.379128672932
rxn00804,-10000.0,9645.720269183688,19645.720269183686
rxn01521,0.0,10000.0,10000.0
rxn00097,-10000.0,10000.0,20000.0
rxn05458,-8.317694010935485,24.35157088399813,32.66926489493361
rxn05478,0.0,9999.999999999995,9999.999999999995
rxn05453,43.48098157941973,48.31220175491087,4.83122017549114
rxn01664,0.0,0.0,0.0
rxn06591,0.0,0.0,0.0
rxn00555,-10000.0,10000.0,20000.0
rxn05541,0.0,0.0,0.0
rxn05547,0.0,10000.0,10000.0
rxn00414,0.0,10000.0,10000.0
rxn00126,0.15319183940107614,6718.450614769426,6718.297422930024
rxn01967,-3436.5948458600715,10000.0,13436.594845860072
rxn03012,0.0,0.0,0.0
rxn10048,0.0,0.0,0.0
rxn00260,-10000.0,10000.0,20000.0
rxn05219,0.0,10000.0,10000.0
rxn03885,0.0,10000.0,10000.0
rxn05488,-10000.0,0.0,10000.0
rxn05319,0.0,10000.000000000155,10000.000000000155
rxn05244,-9723.980688744627,0.0,9723.980688744627
rxn00955,-9999.846808160599,10000.000000000022,19999.84680816062
rxn10296,1.578328658043937,1.7536985089377082,0.1753698508937711
rxn05337,-38.59165133695788,0.0,38.59165133695788
rxn05352,0.0,38.59165133699931,38.59165133699931
rxn03137,83.55705016659633,2770.876019338585,2687.318969171989
rxn00690,-9916.231393304492,3520.363452555453,13436.594845859945
rxn01114,-10000.0,10000.000000000035,20000.000000000036
rxn05367,111.59245988444738,123.99162209383049,12.399162209383107
rxn05365,111.59245988444735,123.99162209383049,12.399162209383135
rxn00527,-9820.076701161317,0.0,9820.076701161317
rxn10285,0.36460856554486104,0.40512062838317914,0.0405120628383181
rxn01080,0.0,10000.0,10000.0
rxn10312,0.006924758016241156,0.00769417557360129,0.0007694175573601343
rxn03445,0.0,0.0,0.0
rxn00355,-9739.239399825125,10000.0,19739.239399825125
rxn00159,0.0,10000.0,10000.0
rxn05653,-9999.999999999887,10000.0,19999.999999999887
rxn01390,0.0,0.0,0.0
rxn01868,-10000.0,10000.0,20000.0
rxn05546,0.0,0.0,0.0
rxn02508,55.560574108190096,4642.828783491674,4587.268209383484
rxn09111,2.1082421116262537,2.342491235140286,0.23424912351403204
rxn09949,0.0,0.0,0.0
rxn09188,-10000.0,10000.0,20000.0
rxn00734,0.0,10000.0,10000.0
rxn00127,0.0,0.0,0.0
rxn05300,-10000.000000000015,0.0,10000.000000000015
rxn01974,436.53180499140683,4915.396753611403,4478.8649486199965
rxn03244,-38.66232706022016,0.0,38.66232706022016
rxn11404,0.0,0.0,0.0
rxn01644,436.5318049914063,4915.396753611383,4478.8649486199765
rxn00740,0.0,10000.0,10000.0
rxn00394,-9999.999999999989,10000.0,19999.99999999999
rxn01108,-10000.000000000064,10000.0,20000.000000000065
rxn01274,0.0,0.0,0.0
rxn05251,0.0,0.0,0.0
rxn00712,-10000.0,10000.0,20000.0
rxn05516,0.0,10000.0,10000.0
rxn05608,0.0,10000.0,10000.0
rxn10245,0.16285774634065137,0.1809530514896127,0.01809530514896132
rxn02008,103.88303070278256,115.42558966975848,11.542558966975918
rxn05439,0.0,66.23078616719059,66.23078616719059
rxn05299,-10000.0,0.0,10000.0
rxn01256,179.92329883867993,10000.0,9820.07670116132
rxn05385,59.60770755047151,66.23078616719056,6.623078616719049
rxn05339,-38.5916513369987,0.0,38.5916513369987
rxn10268,4.189602978056996,4.655114420063327,0.4655114420063313
rxn05443,0.0,66.23078616719053,66.23078616719053
rxn00166,0.0,9999.999999999998,9999.999999999998
rxn05580,0.0,0.0,0.0
rxn01128,-10000.0,10000.0,20000.0
rxn05644,0.0,10000.0,10000.0
rxn02155,19.955443874980414,4498.820392495014,4478.864948620034
rxn10290,0.11155483546954095,0.12394981718837882,0.012394981718837864
rxn00915,0.0,1.5452725930167428e-12,1.5452725930167428e-12
rxn00575,-10000.0,10000.0,20000.0
rxn00299,0.0,3359.1487114649763,3359.1487114649763
rxn05514,-10000.0,9996.948846518439,19996.94884651844
rxn00224,0.0,0.0,0.0
rxn00839,-10000.0,10000.0,20000.0
rxn00569,0.0,10000.0,10000.0
rxn00461,103.88303070278255,115.4255896697583,11.542558966975747
rxn00139,0.0,9840.926931850194,9840.926931850194
rxn05091,0.0,0.0,0.0
rxn02304,0.0,0.0,0.0
rxn00748,0.0,0.0,0.0
rxn05736,0.0,0.0,0.0
rxn05451,73.6870434594605,81.87449273273393,8.18744927327343
rxn05527,0.0,9442.562544350098,9442.562544350098
rxn01094,0.0,0.0,0.0
rxn10253,-2.601750747957097,9997.658424326839,10000.260175074796
rxn09940,0.0,0.0,0.0
rxn06077,0.0,0.0,0.0
rxn05434,0.0,123.99162209383029,123.99162209383029
rxn00283,-9629.160047763786,10000.0,19629.160047763784
rxn00931,-10000.0,10000.0,20000.0
rxn01508,-9940.918703673971,10000.0,19940.91870367397
rxn03043,0.0,0.0,0.0
rxn03904,103.88303070278258,115.42558966975876,11.542558966976188
rxn10212,2.6940511422628814,2.9933901580698676,0.2993390158069862
rxn00953,-127.32838467588918,10000.0,10127.32838467589
rxn05694,0.0,0.0,0.0
rxn10337,0.034009672565171824,0.03778852507241312,0.003778852507241297
rxn02465,0.0,10000.0,10000.0
rxn09348,0.0,10000.0,10000.0
rxn10235,11.341739948019589,12.601933275577318,1.2601933275577295
rxn00137,0.2793488019429026,4679.098635247084,4678.81928644514
rxn10273,0.7994659560124525,0.8882955066805035,0.08882955066805098
rxn05432,0.0,11.335914900863273,11.335914900863273
rxn01139,0.0,10000.0,10000.0
rxn05417,12.75703983965511,14.174488710727909,1.4174488710727982
rxn03643,-10000.0,10000.0,20000.0
rxn08468,0.0,10000.000000000002,10000.000000000002
rxn00549,0.0,10000.0,10000.0
rxn09355,0.0,0.0,0.0
rxn05681,-10000.0,9999.999999999998,20000.0
rxn03030,436.5318049914069,4915.396753611155,4478.864948619748
rxn00938,0.0,4478.864948619874,4478.864948619874
rxn05639,0.0,9999.999999999998,9999.999999999998
rxn10305,0.22916689079343203,0.25462987865936915,0.02546298786593712
rxn10221,13.449251337538154,14.943612597264615,1.4943612597264604
rxn01679,-10000.0,10000.0,20000.0
rxn05214,-9903.095447253407,107.67172527399912,10010.767172527407
rxn03437,276.0193112553735,9999.999999999995,9723.980688744621
rxn01871,-9055.848570918328,10000.0,19055.84857091833
rxn05697,0.0,0.0,0.0
rxn02320,-2770.87601933857,-83.55705016659809,2687.318969171972
rxn00882,0.0,0.0,0.0
rxn01257,0.0,3359.1487114649326,3359.1487114649326
rxn01648,0.0,9442.562544350101,9442.562544350101
rxn01684,0.0,0.0,0.0
rxn01045,-10000.0,9686.147612990031,19686.147612990033
rxn05292,0.0,3.6470188558608614,3.6470188558608614
rxn10014,0.0,38.66232706022012,38.66232706022012
rxn05721,0.0,0.0,0.0
rxn05401,59.60770755047151,66.23078616719059,6.623078616719077
rxn10325,0.22116004216666024,0.24573338018517799,0.024573338018517743
rxn01265,-6738.252866805013,6698.341979054998,13436.59484586001
rxn03482,-10000.0,10000.0,20000.0
rxn10332,0.740283684201443,0.8225374268904927,0.08225374268904972
rxn05193,0.0,0.0,0.0
rxn01217,0.0,9964.427825906687,9964.427825906687
rxn01740,-3359.148711464876,0.0,3359.148711464876
rxn07585,0.0,0.0,0.0
rxn05504,0.0,10000.0,10000.0
rxn04820,0.0,0.0,0.0
rxn05562,-10000.0,10000.0,20000.0
rxn00871,-10000.0,10000.0,20000.0
rxn05491,0.0,10000.0,10000.0
rxn03250,0.0,38.662327060220065,38.662327060220065
rxn05371,111.59245988444732,123.99162209383033,12.399162209383007
rxn02507,55.5605741081901,4642.828783491639,4587.268209383449
rxn03901,103.88303070278259,115.4255896697585,11.542558966975903
rxn05195,0.0,3.6469488532754206,3.6469488532754206
rxn05347,1.338800588344749e-14,38.5916513370013,38.59165133700129
rxn00416,151.38635026949308,10000.0,9848.613649730507
rxn05338,-38.591651336998716,0.0,38.591651336998716
rxn05039,0.0,3359.1487114649813,3359.1487114649813
rxn00165,0.0,10000.0,10000.0
rxn10239,0.0,10000.0,10000.0
rxn05202,-10000.0,10000.0,20000.0
rxn05297,-10000.0,10000.0,20000.0
rxn01129,-10000.0,10000.0,20000.0
rxn00376,0.0,0.0,0.0
rxn00513,0.0,10000.0,10000.0
rxn05226,-10000.0,10000.0,20000.0
rxn05665,-10000.0,1902.1150929876912,11902.115092987691
rxn10056,-10000.0,10000.0,20000.0
rxn05174,0.0,0.0,0.0
rxn05537,0.0,0.0,0.0
rxn10209,36.843521729730256,40.93724636636695,4.0937246366366935
rxn00903,-10000.0,9686.147612990022,19686.147612990022
rxn00947,0.0,0.0,0.0
rxn01333,0.0,10000.0,10000.0
rxn05400,59.6077075504715,66.23078616719073,6.623078616719226
rxn05599,0.0,0.0,0.0
rxn10343,0.0,0.0,0.0
rxn05188,0.0,0.0,0.0
rxn05609,-10000.0,10000.0,20000.0
rxn10310,0.04804109176063128,0.05337899084514586,0.005337899084514576
rxn05560,-10000.000000000004,10000.000000000002,20000.000000000007
rxn02161,-9999.999999999982,10000.0,19999.99999999998
rxn05512,0.0,0.0,0.0
rxn00274,-10000.0,10000.0,20000.0
rxn05233,17.796724658524468,19.774138509472014,1.9774138509475456
rxn05442,0.0,66.23078616719057,66.23078616719057
rxn00838,0.0,10000.0,10000.0
rxn10265,1.5481202951666213,1.7201336612962463,0.17201336612962503
rxn00065,0.0,0.0,0.0
rxn00297,8.090492987183596,8.989436652426221,0.8989436652426246
rxn11403,0.0,0.0,0.0
rxn10073,0.0,0.0,0.0
rxn05558,0.0,0.0,0.0
rxn01454,0.0,10000.0,10000.0
rxn05651,0.0,6433.089082309481,6433.089082309481
rxn05737,0.0,0.0,0.0
rxn02760,-9999.999999999987,9999.99999999999,19999.999999999978
rxn09102,0.5199942896524511,0.5777714329471636,0.05777714329471251
rxn05468,-10000.0,10000.0,20000.0
rxn00303,0.0,0.0,0.0
rxn03990,-10000.0,10000.0,20000.0
rxn05425,12.75703983965511,14.174488710727914,1.4174488710728035
rxn00695,-10000.0,10000.0,20000.0
rxn01434,-10000.0,3436.594845859965,13436.594845859965
rxn10234,0.6750628492707479,0.7500698325230529,0.07500698325230504
rxn00693,-9999.8468081606,127.49663656684142,10127.343444727441
rxn00122,0.0,0.0,0.0
rxn01314,0.0,0.0,0.0
rxn01859,-10000.0,9940.91870367397,19940.918703673968
rxn05565,0.0,10000.0,10000.0
rxn10202,10.961033729915194,12.178926366572448,1.217892636657254
rxn05640,-10000.0,10000.0,20000.0
rxn01116,-10000.0,10000.0,20000.0
rxn00337,436.53180499140694,10000.000000000027,9563.46819500862
rxn03908,1.0723428758075337,1.191492084230593,0.1191492084230592
rxn05585,0.0,0.0,0.0
rxn05436,0.0,123.99162209383049,123.99162209383049
rxn05211,0.0,10000.0,10000.0
rxn01452,-10000.0,10000.0,20000.0
rxn05673,2.9041389054951997e-13,9999.999999999967,9999.999999999967
rxn05747,0.0,10000.0,10000.0
rxn09177,0.4098825280661745,0.4554250311802933,0.04554250311411884
rxn01445,0.0,10000.0,10000.0
rxn02945,0.0,0.0,0.0
rxn00777,-10000.0,10000.0,20000.0
rxn00409,-3454.669375843922,9981.925470016102,13436.594845860023
rxn02889,-66.23078616719054,-1.3443393348403523e-12,66.2307861671892
rxn05602,-10000.0,10000.0,20000.0
rxn06526,-10000.0,9998.927657124259,19998.92765712426
rxn01366,-10000.0,10000.0,20000.0
rxn01512,-10000.0,10000.0,20000.0
rxn05467,-10000.0,3436.594845860641,13436.59484586064
rxn01986,-3436.5948458599405,9999.999999999998,13436.594845859938
rxn10244,0.6770062591316148,0.7522291768129051,0.0752229176812903
rxn05568,-10000.0,10000.0,20000.0
rxn08171,-10000.0,-1.1145261838899359e-10,9999.999999999889
rxn01466,0.15319183940107622,0.17021315489008473,0.01702131548900851
rxn02185,-10000.0,-668.1321178263024,9331.867882173698
rxn03406,0.0,0.0,0.0
rxn01925,-52.829470136789105,1.6397262276289734e-12,52.829470136790746
rxn05358,111.59245988444732,123.99162209383044,12.399162209383121
rxn01106,-10000.0,10000.0,20000.0
rxn07434,0.0,9723.980688744634,9723.980688744634
rxn01816,-6718.297422929907,10000.0,16718.297422929907
rxn02527,0.0,0.0,0.0
rxn02213,0.0,3359.1487114650154,3359.1487114650154
rxn00342,0.0,9848.613649730454,9848.613649730454
rxn08669,0.0,0.0,0.0
rxn00784,-3436.594845859998,10000.0,13436.594845859998
rxn02200,-10000.000000000044,3359.1487114651054,13359.14871146515
rxn00361,0.0,4678.819286445005,4678.819286445005
rxn02804,-4.618224808216829e-15,32.675546744080364,32.67554674408037
rxn00293,0.0,10000.0,10000.0
rxn05542,0.0,0.0,0.0
rxn05397,59.60770755047151,66.2307861671906,6.623078616719091
rxn00616,0.0,10000.0,10000.0
rxn01480,0.0,0.0,0.0
rxn04308,0.0,0.0,0.0
rxn05740,-10000.0,10000.0,20000.0
rxn01537,0.0,0.0,0.0
rxn10194,3.6691578173168238,4.076842019240911,0.4076842019240874
rxn03062,354.2797308163253,4853.01391528649,4498.734184470165
rxn01973,0.0,0.0,0.0
rxn05620,0.0,0.0,0.0
rxn00455,0.0,0.0,0.0
rxn00974,-10000.0,10000.0,20000.0
rxn00506,-10000.0,10000.0,20000.0
rxn01388,-10000.0,10000.0,20000.0
rxn05421,12.75703983965511,14.174488710727914,1.4174488710728035
rxn01775,-10000.0,9.094947017729282e-12,10000.00000000001
rxn05108,0.0,0.0,0.0
rxn05718,-10000.000000000004,10000.000000000002,20000.000000000007
rxn05485,-10000.0,10000.0,20000.0
rxn02666,0.0,0.0,0.0
rxn00119,-9129.326938350538,10000.0,19129.32693835054
rxn10214,8.063362985525895,8.959292206139887,0.8959292206139917
rxn01791,0.0,4587.268209383469,4587.268209383469
rxn05578,-10000.0,10000.0,20000.0
rxn00222,0.0,0.0,0.0
rxn01646,0.0,4478.864948620017,4478.864948620017
rxn03245,-4.671242309900926e-15,38.66232706022021,38.662327060220214
rxn01966,0.0,0.0,0.0
rxn05593,0.0,9999.999999999998,9999.999999999998
rxn05332,7.578840136018413e-13,32.66711977566497,32.66711977566421
rxn02275,0.0,0.0,0.0
rxn01519,0.0,10000.0,10000.0
rxn05162,0.0,10000.0,10000.0
rxn05473,0.0,10000.000000000002,10000.000000000002
rxn11398,0.0,9999.999999999976,9999.999999999976
rxn03004,0.0,1679.5743557324813,1679.5743557324813
rxn00029,0.0,0.0,0.0
rxn03060,0.0,10000.000000000002,10000.000000000002
rxn05088,0.0,0.0,0.0
rxn10319,0.15202129295645722,0.16891254772939687,0.01689125477293965
rxn01143,-10000.000000000005,10000.000000000056,20000.000000000062
rxn02277,0.0,0.0,0.0
rxn10338,0.07991301347884947,0.08879223719872165,0.008879223719872181
rxn01132,-3436.594845860458,10000.0,13436.594845860458
rxn09063,0.0,10000.0,10000.0
rxn09657,0.0,9999.999999999998,9999.999999999998
rxn01549,0.0,9999.999999999998,9999.999999999998
rxn05735,0.0,0.0,0.0
rxn00691,0.0,10000.0,10000.0
rxn09889,0.0,0.0,0.0
rxn01316,0.0,10000.0,10000.0
rxn05329,0.0,38.59165133699868,38.59165133699868
rxn04457,0.0,0.0,0.0
rxn10263,7.098965276169272,7.887739195743637,0.788773919574365
rxn01843,0.0,0.0,0.0
rxn05647,-10000.0,10000.0,20000.0
rxn10291,0.1761755454352005,0.19575060603911162,0.01957506060391112
rxn09340,0.0,0.0,0.0
rxn02825,0.0,0.0,0.0
rxn01964,-9944.439425891811,10000.0,19944.43942589181
rxn10207,1.2773582144390818,1.4192869049323138,0.14192869049323198
rxn08615,-9999.999999999885,10000.0,19999.999999999884
rxn00559,-10000.0,10000.0,20000.0
rxn05663,-4587.268209383368,0.0,4587.268209383368
rxn10341,0.1569497803636158,0.1743886448484621,0.0174388644848463
rxn00994,-10000.0,10000.0,20000.0
rxn05180,0.0,0.0,0.0
rxn01225,0.0,0.0,0.0
rxn02264,0.0,0.0,0.0
rxn09979,-9999.999999999989,10000.000000000062,20000.00000000005
rxn10043,-9999.999999999915,10000.000000000065,19999.999999999978
rxn00985,-10000.000000000004,9999.999999998781,19999.999999998785
rxn05427,12.757039839655114,14.174488710727903,1.4174488710727893
rxn10269,7.098965276169271,7.88773919574364,0.7887739195743686
rxn00623,0.0,10000.0,10000.0
rxn00452,0.0,6718.297422929999,6718.297422929999
rxn00440,2.240081446337766e-28,9999.999999999996,9999.999999999996
rxn05627,-10000.0,10000.0,20000.0
rxn01516,-10000.0,10000.0,20000.0
rxn10331,0.43695627311732765,0.4855069701303644,0.04855069701303677
rxn05471,-6719.104388075221,10000.0,16719.104388075222
rxn05447,0.0,14.174488710727896,14.174488710727896
rxn01750,0.0,0.0,0.0
rxn05392,59.6077075504715,66.23078616719057,6.62307861671907
rxn05399,0.0,66.23078616719056,66.23078616719056
rxn00161,0.0,10000.0,10000.0
rxn01857,-10000.0,1.8189894035458565e-12,10000.000000000002
rxn02046,0.0,9999.999999999998,9999.999999999998
rxn05231,0.0,9964.427825906707,9964.427825906707
rxn00808,-9739.239399825145,10000.00000000002,19739.239399825165
rxn07432,0.0,66.1615977256414,66.1615977256414
rxn06335,-9723.980688744647,0.0,9723.980688744647
rxn05209,-10000.0,10000.0,20000.0
rxn02380,-10000.0,10000.0,20000.0
rxn00474,-9944.439425891811,10000.0,19944.43942589181
rxn10058,-10000.0,10000.0,20000.0
rxn00709,-10000.0,10000.0,20000.0
rxn05535,0.0,9999.999999999996,9999.999999999996
rxn11405,0.0,0.0,0.0
rxn05360,111.59245988444734,123.99162209383029,12.39916220938295
rxn00148,-10000.0,10000.0,20000.0
rxn00913,0.0,10000.0,10000.0
rxn00214,-10000.000000000033,9739.239399825145,19739.23939982518
rxn00874,1.5140173394292925e-13,38.66232706022004,38.662327060219894
rxn10061,0.0,0.0,0.0
rxn10537,-10000.0,10000.0,20000.0
rxn05525,0.0,9442.562544350092,9442.562544350092
rxn10200,31.094557773871376,34.54950863763481,3.4549508637634325
rxn05197,0.0,10000.0,10000.0
rxn05582,-10000.0,10000.0,20000.0
rxn03435,-10000.0,9723.980688744627,19723.980688744625
rxn00965,0.0,0.0,0.0
rxn01673,-10000.0,10000.0,20000.0
rxn10294,0.053352042228408496,0.05911684442587056,0.005764802197462067
rxn08100,0.0,0.0,0.0
rxn00085,-10000.0,10000.0,20000.0
rxn12510,0.40988252805229525,0.45542503117342237,0.04554250312112712
rxn05340,-38.59165133701352,0.0,38.59165133701352
rxn05438,0.0,42.11712936109651,42.11712936109651
rxn03842,0.0,5428.571428571457,5428.571428571457
rxn09109,0.5199942896524511,0.5777714329471685,0.05777714329471739
rxn00832,-2770.876019338599,-83.55705016659478,2687.318969172004
rxn05295,66.9964978351505,74.44055315016719,7.4440553150166835
rxn00295,99.75522815830116,110.83914239811244,11.083914239811278
rxn10258,-1.6325575668015748,9998.530698189878,10000.163255756679
rxn01352,-10000.0,10000.0,20000.0
rxn05475,0.0,0.0,0.0
rxn10249,0.07789186722354782,0.08654651913727528,0.008654651913727454
rxn00022,-10000.0,3436.594845859843,13436.594845859843
rxn05289,35.572174093321074,10000.0,9964.42782590668
rxn11400,0.0,10000.0,10000.0
rxn10228,0.6750628492707479,0.7500698325230528,0.07500698325230493
rxn01977,0.0,10000.0,10000.0
rxn03249,-38.662327060220264,-9.23644961643366e-15,38.66232706022026
rxn05317,-10000.0,0.0,10000.0
rxn05403,0.0,66.2307861671905,66.2307861671905
rxn09448,0.0,0.0,0.0
rxn00368,-10000.0,10000.0,20000.0
rxn08467,0.0,10000.000000000002,10000.000000000002
rxn01219,-9964.427825906621,0.0,9964.427825906621
rxn01851,0.0,0.0,0.0
rxn00867,0.0,0.0,0.0
rxn01010,0.0,0.0,0.0
rxn09011,0.0,0.0,0.0
rxn10287,10.520346109865,11.689273455405537,1.1689273455405367
rxn00272,-10000.0,10000.0,20000.0
rxn03838,0.0,0.0,0.0
rxn10327,0.07600287283878511,0.08444763648753893,0.008444763648753822
rxn10192,8.090492987183596,8.989436652426214,0.8989436652426175
rxn01021,0.0,0.0,0.0
rxn05543,0.0,0.0,0.0
rxn01124,0.0,0.0,0.0
rxn10317,0.04601994550532964,0.051133272783699585,0.005113327278369946
rxn00213,-9739.239399825154,10000.0,19739.239399825154
rxn05237,0.0,10000.0,10000.0
rxn01127,-9940.918703674011,26.117656263437112,9967.036359937449
rxn03976,0.0,0.0,0.0
rxn05409,12.75703983965511,14.17448871072791,1.4174488710728
rxn02934,-9612.388228860182,123.99162209382791,9736.37985095401
rxn05420,0.0,14.1744887107279,14.1744887107279
rxn10314,0.2051929867497772,0.22799220749975244,0.02279922074997523
rxn00743,0.0,10000.0,10000.0
rxn05484,-3436.594845860322,10000.0,13436.594845860322
rxn10282,1.0954084096252734,1.2171204551391919,0.12171204551391845
rxn00493,-199.91477648742253,0.0,199.91477648742253
rxn01145,0.0,10000.0,10000.0
rxn01208,354.2797308163253,4853.013915286428,4498.734184470102
rxn00173,-10000.0,10000.0,20000.0
rxn10198,229.3223635823015,254.80262620255752,25.480262620256013
rxn04675,0.15319183939706962,0.17021315489008462,0.017021315493015
rxn08309,7.803987731855144,8.671097479839045,0.8671097479839007
rxn01509,-10000.000000000002,10000.00000000004,20000.000000000044
rxn03240,1.2845217016950598e-14,32.67554674408041,32.67554674408039
rxn05414,12.757039839655112,14.174488710727909,1.4174488710727964
rxn03892,0.15319183939706968,0.17021315489008465,0.01702131549301497
rxn00789,83.55705016659807,2770.8760193385733,2687.3189691719754
rxn05390,59.60770755047151,66.2307861671905,6.623078616718992
rxn05356,0.0,38.59165133699866,38.59165133699866
rxn05461,7.485924609841971,8.317694010935709,0.8317694010937373
rxn05167,0.0,10000.0,10000.0
rxn10271,2.287175744335997,2.5413063825955513,0.2541306382595545
rxn10248,1.1815931954071126,1.3128813282301242,0.13128813282301155
rxn10242,0.0,10000.0,10000.0
rxn00817,-10000.0,10000.0,20000.0
rxn11703,0.0,0.0,0.0
rxn10059,-10000.0,10000.0,20000.0
rxn00772,-10000.0,10000.0,20000.0
rxn00410,-10000.0,4053.1236728816666,14053.123672881666
rxn02895,0.0,1679.5743557324838,1679.5743557324838
rxn05611,0.0,0.0,0.0
rxn05160,0.0,10000.0,10000.0
rxn10216,1.2773582144390818,1.419286904932312,0.1419286904932302
rxn02596,0.0,0.0,0.0
rxn01115,0.0,10000.0,10000.0
rxn02792,0.0,0.0,0.0
rxn05680,-10000.0,0.0,10000.0
rxn02312,0.0,0.0,0.0
rxn05256,0.0,6433.089082309404,6433.089082309404
rxn06075,0.0,9964.427825906712,9964.427825906712
rxn00438,-9999.999999999998,0.0,9999.999999999998
rxn05405,16.126725971051787,17.918584412279753,1.7918584412279657
rxn01109,-10000.0,10000.0,20000.0
rxn00679,0.0,10000.0,10000.0
rxn05351,0.0,38.59165133699874,38.59165133699874
rxn05368,111.59245988444734,123.9916220938304,12.399162209383064
rxn04724,0.0,0.0,0.0
rxn05221,-10000.0,10000.0,20000.0
rxn05304,0.0,0.0,0.0
rxn05362,0.0,123.99162209383051,123.99162209383051
rxn05635,0.0,6718.29742292998,6718.29742292998
rxn00568,0.0,10000.0,10000.0
rxn03869,0.0,0.0,0.0
rxn05480,-10000.0,6880.902314075194,16880.902314075196
rxn01013,-10000.0,10000.0,20000.0
rxn09210,1.9301946738130662,2.1446607486811753,0.2144660748681091
rxn10276,0.2619965248910855,0.2911072498789838,0.029110724987898295
rxn05327,0.0,38.59165133699868,38.59165133699868
rxn05423,12.757039839655112,14.174488710727912,1.4174488710728
rxn05487,-10000.0,10000.0,20000.0
rxn10344,0.0,0.0,0.0
rxn00782,0.0,10000.0,10000.0
rxn05106,0.0,0.0,0.0
rxn00365,-10000.0,10000.0,20000.0
rxn05318,-10000.0,10000.00000000015,20000.00000000015
rxn05595,0.0,10000.0,10000.0
rxn10256,-6.899053181814761,9993.790852136353,10000.689905318168
rxn10474,0.0,0.0,0.0
rxn05404,16.126725971051783,17.91858441227977,1.791858441227987
rxn01000,0.0,199.91477648742213,199.91477648742213
rxn05462,7.485924609841992,8.317694010935549,0.831769401093557
rxn01138,-10000.0,10000.0,20000.0
rxn01102,-10000.0,10000.0,20000.0
rxn10336,0.015718298954691984,0.017430953219284576,0.0017126542645925918
rxn02305,0.0,0.0,0.0
rxn01867,-10000.0,10000.0,20000.0
rxn05303,0.0,10000.0,10000.0
rxn05479,-10000.0,10000.0,20000.0
rxn01643,436.531804991407,10000.0,9563.468195008592
rxn01275,-10000.0,9999.999999999623,19999.99999999962
rxn10257,-11.689273455405548,9989.479653890143,10001.168927345549
rxn00589,0.0,0.0,0.0
rxn05267,0.1531918393975434,0.17021315489008476,0.01702131549254135
rxn05519,-3123.5116466787385,10000.0,13123.511646678739
rxn02363,0.0,0.0,0.0
rxn05148,0.0,0.0,0.0
rxn02005,-10000.000000000004,9999.999999999985,19999.99999999999
rxn11511,0.0,0.0,0.0
rxn02296,0.0,0.0,0.0
rxn05551,0.0,10000.0,10000.0
rxn05481,0.0,0.0,0.0
rxn08775,0.0,0.0,0.0
rxn05533,0.0,0.0,0.0
rxn01653,0.0,0.0,0.0
rxn01507,0.0,10000.0,10000.0
rxn09198,1.411692922933761,1.5685476921486239,0.15685476921486297
rxn09341,0.0,9999.999999999998,9999.999999999998
rxn01362,0.0,3440.4511570376058,3440.4511570376058
rxn10211,10.961033729915194,12.178926366572455,1.217892636657261
rxn00227,0.0,10000.0,10000.0
rxn03932,0.0,9999.99999999999,9999.99999999999
rxn00231,0.0,0.0,0.0
rxn09106,0.7173592214826563,0.7970658016473958,0.07970658016473953
rxn10270,0.9810488450445289,1.0900542722716988,0.10900542722716988
rxn05598,0.0,0.0,0.0
rxn02929,-4915.396753611404,-436.5318049914069,4478.864948619997
rxn10315,0.029406123286750165,0.03262798691271275,0.0032218636259625857
rxn05450,0.0,11.335914900863283,11.335914900863283
rxn10045,0.0,10000.0,10000.0
rxn10205,8.063362985525895,8.95929220613988,0.8959292206139846
rxn02196,0.0,0.0,0.0
rxn02402,0.0,6718.297422929884,6718.297422929884
rxn00239,-9917.857383987088,10000.0,19917.857383987088
rxn00612,-10000.0,10000.0,20000.0
rxn03243,4.6833644796439315e-15,38.66232706022011,38.6623270602201
rxn05418,12.757039839655112,14.17448871072791,1.4174488710727982
rxn00711,0.0,9840.926931850145,9840.926931850145
rxn05375,111.59245988444732,123.99162209383046,12.399162209383135
rxn05531,0.0,9999.999999999998,9999.999999999998
rxn00991,-66.2307861671905,10000.000000000011,10066.230786167202
