node_id,name,degree,betweenness,compartment,is_anchor,direction
cpd11470_c,Octanoyl-[acp]_C19H35N2O8PRS,3,0.0,Cytosol,False,
cpd15744_c,"Monoglucosyl-1,2_dianteisopentadecanoylg",3,2.21307016,Cytosol,False,
cpd00116_c,Methanol_CH4O,3,0.0,Cytosol,False,
cpd00045_c,"Adenosine_3',5'-bisphosphate_C10H13N5O10",3,0.01880853,Cytosol,False,
cpd00293_c,N-Acetyl-D-glucosamine_6-phosphate_C8H15,3,0.0,Cytosol,False,
cpd00822_c,O-Succinyl-L-homoserine_C8H12NO6,3,0.02464725,Cytosol,False,
cpd11514_c,12-methyl-trans-tetra-dec-2-enoyl-ACP_C2,3,0.0,Cytosol,False,
cpd02851_c,1-(5'-Phosphoribosyl)-5-amino-4-imidazol,3,0.0,Cytosol,False,
cpd15737_c,"Monoglucosyl-1,2_dipalmitoylglycerol_C41",3,0.38882774,Cytosol,False,
cpd02465_c,"2,3,4,5-Tetrahydrodipicolinate_C7H7NO4",3,0.0,Cytosol,False,
cpd00147_c,5'-Methylthioadenosine_C11H15N5O3S,3,0.0,Cytosol,False,
cpd15695_c,Diisoheptadecanoylphosphatidylethanolami,3,7.85110281,Cytosol,False,
cpd00989_c,3'-UMP_C9H12N2O9P,3,0.0,Cytosol,False,
cpd11511_c,10-methyl-dodecanoyl-ACP_C24H45N2O8PRS,3,0.0,Cytosol,False,
cpd00738_c,phosphoserine_C3H7NO6P,3,0.0,Cytosol,False,
cpd11498_c,4-methyl-trans-hex-2-enoyl-ACP_C18H31N2O,3,0.0,Cytosol,False,
cpd00516_c,"meso-2,6-Diaminoheptanedioate_C7H14N2O4",3,0.00070522,Cytosol,False,
cpd00510_c,2-Deoxy-D-ribose_5-phosphate_C5H10O7P,3,0.0,Cytosol,False,
cpd00289_c,Geranylgeranyl_diphosphate_C20H34O7P2,3,0.0,Cytosol,False,
cpd00683_c,Dihydropteroate_C14H13N6O3,3,0.0,Cytosol,False,
cpd00443_c,4-Aminobenzoate_C7H6NO2,3,0.0,Cytosol,False,
cpd11569_c,14-methyl-pentadecanoyl-ACP_C27H51N2O8PR,3,0.06642795,Cytosol,False,
cpd02210_c,Indoleglycerol_phosphate_C11H13NO6P,3,0.0,Cytosol,False,
cpd11531_c,9-methyl-trans-dec-2-enoyl-ACP_C22H39N2O,3,0.0,Cytosol,False,
cpd00085_c,beta-Alanine_C3H7NO2,3,0.0,Cytosol,False,
cpd00501_c,beta-D-Glucose_1-phosphate_C6H12O9P,3,0.0,Cytosol,False,
cpd00193_c,Adenylyl_sulfate_C10H12N5O10PS,3,0.00598802,Cytosol,False,
cpd01882_c,3-Methylbutanoyl-CoA_C26H41N7O17P3S,3,0.0,Cytosol,False,
cpd11549_c,4-methyl-pentanoyl-ACP_C17H31N2O8PRS,3,0.0,Cytosol,False,
cpd00296_c,dGMP_C10H13N5O7P,3,0.0,Cytosol,False,
cpd15701_c,"1,2-Diisoheptadecanoyl-sn-glycerol_C37H7",3,0.00112432,Cytosol,False,
cpd11477_c,trans-Hexadec-2-enoyl-[acp]_C27H49N2O8PR,3,0.0,Cytosol,False,
cpd08615_c,1-Hydroxy-2-methyl-2-butenyl_4-diphospha,3,0.0,Cytosol,False,
cpd11523_c,5-methyl-trans-hex-2-enoyl-ACP_C18H31N2O,3,0.0,Cytosol,False,
cpd00361_c,Acetoin_C4H8O2,3,0.0,Cytosol,False,
