reaction,baseline_flux,cfba_flux,delta_flux,abs_delta
rxn02762,0.0,0.0,0.0,0.0
rxn02774,0.0,0.0,0.0,0.0
rxn02789,0.0,393.64414535147233,393.64414535147233,393.64414535147233
rxn02791,0.0,0.0,0.0,0.0
rxn02792,0.0,0.0,0.0,0.0
rxn02795,0.0,0.0,0.0,0.0
rxn02804,35.3540070552911,32.67554674408029,-2.678460311210806,2.678460311210806
rxn02811,0.0,-393.6441453514723,-393.6441453514723,393.6441453514723
rxn02825,0.0,0.0,0.0,0.0
rxn02831,0.1841657654887633,0.17021315489008454,-0.01395261059867875,0.01395261059867875
rxn02832,0.18416576548876332,0.17021315489008454,-0.013952610598678777,0.013952610598678777
rxn02834,0.0,92.84116685177364,92.84116685177364,92.84116685177364
rxn02835,0.0,92.84116685177365,92.84116685177365,92.84116685177365
rxn02853,0.0,0.0,0.0,0.0
rxn02866,71.65981643005067,66.23078616719053,-5.429030262860138,5.429030262860138
rxn02875,0.0,0.0,0.0,0.0
rxn02889,-71.65981643005068,-66.23078616719054,5.429030262860138,5.429030262860138
rxn02894,0.0,0.0,0.0,0.0
rxn02895,0.0,0.0,0.0,0.0
rxn02911,41.83153213522346,38.66232706022004,-3.1692050750034184,3.1692050750034184
rxn02914,-10000.0,-9999.999999999996,3.637978807091713e-12,3.637978807091713e-12
rxn02916,0.0,0.0,0.0,0.0
rxn02929,-124.88718684669207,-485.0353388793405,-360.1481520326484,360.1481520326484
rxn02933,-134.15538894070468,-123.99162209382787,10.163766846876811,10.163766846876811
rxn02934,134.1553889407047,123.9916220938279,-10.163766846876811,10.163766846876811
rxn02937,0.0,0.0,0.0,0.0
rxn02945,0.0,0.0,0.0,0.0
rxn02949,0.0,0.0,0.0,0.0
rxn02988,0.0,0.0,0.0,0.0
rxn03004,0.0,0.0,0.0,0.0
rxn03012,0.0,0.0,0.0,0.0
rxn03030,124.88718684669206,485.0353388793404,360.14815203264834,360.14815203264834
rxn03043,0.0,0.0,0.0,0.0
rxn03057,0.0,0.0,0.0,0.0
rxn03060,0.0,0.0,0.0,0.0
rxn03061,0.0,0.0,0.0,0.0
rxn03062,0.0,393.64414535147233,393.64414535147233,393.64414535147233
rxn03068,0.0,0.0,0.0,0.0
rxn03071,0.0,0.0,0.0,0.0
rxn03075,0.0,0.0,0.0,0.0
rxn03080,0.0,0.0,0.0,0.0
rxn03084,0.0,0.0,0.0,0.0
rxn03086,-124.88718684669206,-485.03533887934043,-360.14815203264834,360.14815203264834
rxn03094,0.0,0.0,0.0,0.0
rxn03108,0.0,0.0,0.0,0.0
rxn03135,0.0,92.84116685177365,92.84116685177365,92.84116685177365
rxn03136,0.0,0.0,0.0,0.0
rxn03137,0.0,92.84116685177364,92.84116685177364,92.84116685177364
rxn03147,0.0,0.0,0.0,0.0
rxn03164,124.88718684669207,115.42558966975831,-9.461597176933765,9.461597176933765
rxn03167,0.0,0.0,0.0,0.0
rxn03175,0.0,92.84116685177365,92.84116685177365,92.84116685177365
rxn03194,0.0,306.6881236170815,306.6881236170815,306.6881236170815
rxn03239,-35.3540070552911,-32.67554674408029,2.678460311210806,2.678460311210806
rxn03240,35.3540070552911,32.6755467440803,-2.6784603112107987,2.6784603112107987
rxn03241,41.83153213522347,38.66232706022004,-3.1692050750034255,3.1692050750034255
rxn03242,-41.831532135223455,-38.662327060220036,3.1692050750034184,3.1692050750034184
rxn03243,41.83153213522346,38.66232706022004,-3.1692050750034184,3.1692050750034184
rxn03244,-41.83153213522344,-38.662327060220036,3.169205075003404,3.169205075003404
rxn03245,41.831532135223455,38.66232706022004,-3.1692050750034113,3.1692050750034113
rxn03246,-41.83153213522343,-38.662327060220036,3.169205075003397,3.169205075003397
rxn03247,41.83153213522345,38.66232706022004,-3.169205075003404,3.169205075003404
rxn03248,41.83153213522344,38.66232706022004,-3.169205075003397,3.169205075003397
rxn03249,-41.83153213522343,-38.66232706022004,3.16920507500339,3.16920507500339
rxn03250,41.83153213522343,38.66232706022004,-3.16920507500339,3.16920507500339
rxn03393,0.0,0.0,0.0,0.0
rxn03406,0.0,0.0,0.0,0.0
rxn03407,0.0,0.0,0.0,0.0
rxn03408,124.88718684669206,115.42558966975831,-9.46159717693375,9.46159717693375
rxn03409,0.0,0.0,0.0,0.0
rxn03424,0.0,0.0,0.0,0.0
rxn03435,0.0,0.0,0.0,0.0
rxn03436,0.0,0.0,0.0,0.0
rxn03437,0.0,306.68812361708154,306.68812361708154,306.68812361708154
rxn03445,0.0,0.0,0.0,0.0
rxn03481,-9999.999999999965,-10000.000000000002,-3.637978807091713e-11,3.637978807091713e-11
rxn03482,-4486.898685972334,-9999.999999999938,-5513.1013140276045,5513.1013140276045
rxn03483,0.0,0.0,0.0,0.0
rxn03599,0.0,0.0,0.0,0.0
rxn03638,0.0,0.0,0.0,0.0
rxn03643,-10000.0,-7048.840431217838,2951.159568782162,2951.159568782162
rxn03644,-10000.0,-7048.840431217838,2951.159568782162,2951.159568782162
rxn03690,0.0,0.0,0.0,0.0
rxn03838,0.0,0.0,0.0,0.0
rxn03839,0.0,0.0,0.0,0.0
rxn03841,0.0,0.0,0.0,0.0
rxn03842,0.0,0.0,0.0,0.0
rxn03852,9.726313359715885,8.98943665242621,-0.7368767072896745,0.7368767072896745
rxn03856,-10000.00000000008,-10000.000000000002,7.821654435247183e-11,7.821654435247183e-11
rxn03869,0.0,0.0,0.0,0.0
rxn03884,10000.0,10000.0,0.0,0.0
rxn03885,9999.999999999947,10000.0,5.275069270282984e-11,5.275069270282984e-11
rxn03887,0.0,0.0,0.0,0.0
rxn03891,0.18416576548876332,0.17021315489008454,-0.013952610598678777,0.013952610598678777
rxn03892,0.18416576548876332,0.17021315489008454,-0.013952610598678777,0.013952610598678777
rxn03901,124.88718684669205,115.42558966975834,-9.461597176933708,9.461597176933708
rxn03904,124.88718684669207,115.42558966975832,-9.46159717693375,9.46159717693375
rxn03906,0.0,0.0,0.0,0.0
rxn03907,1.2891603584213425,1.1914920842305916,-0.09766827419075086,0.09766827419075086
rxn03908,1.289160358421343,1.1914920842305916,-0.0976682741907513,0.0976682741907513
rxn03909,1.2891603584213427,1.1914920842305914,-0.0976682741907513,0.0976682741907513
rxn03910,1.289160358421343,1.1914920842305916,-0.0976682741907513,0.0976682741907513
rxn03931,0.0,0.0,0.0,0.0
rxn03932,0.0,0.0,0.0,0.0
rxn03958,-1.2891603584213425,-1.1914920842305914,0.09766827419075108,0.09766827419075108
rxn03975,0.0,0.0,0.0,0.0
rxn03976,0.0,0.0,0.0,0.0
rxn03990,0.0,0.0,0.0,0.0
rxn03991,-4999.999999999999,-4757.4473078556475,242.55269214435157,242.55269214435157
rxn04036,0.0,0.0,0.0,0.0
rxn04068,0.0,0.0,0.0,0.0
rxn04082,-10000.000000000002,-10000.000000000002,0.0,0.0
rxn04092,0.0,8120.789393713282,8120.789393713282,8120.789393713282
rxn04113,1.289160358421343,1.1914920842305916,-0.0976682741907513,0.0976682741907513
rxn04132,0.0,0.0,0.0,0.0
rxn04133,0.0,0.0,0.0,0.0
rxn04143,0.0,0.0,0.0,0.0
rxn04308,0.0,0.0,0.0,0.0
rxn04454,0.0,0.0,0.0,0.0
rxn04456,0.0,0.0,0.0,0.0
rxn04457,0.0,0.0,0.0,0.0
rxn04464,-2423.664855174293,-370.81614167861716,2052.848713495676,2052.848713495676
rxn04675,0.1841657654887633,0.17021315489008454,-0.01395261059867875,0.01395261059867875
rxn04704,0.0,0.0,0.0,0.0
rxn04712,0.0,0.0,0.0,0.0
rxn04724,0.0,0.0,0.0,0.0
rxn04745,0.0,0.0,0.0,0.0
rxn04748,0.0,0.0,0.0,0.0
rxn04750,0.0,0.0,0.0,0.0
rxn04783,0.0,0.0,0.0,0.0
rxn04820,0.0,0.0,0.0,0.0
rxn04821,0.0,0.0,0.0,0.0
rxn04834,0.0,0.0,0.0,0.0
rxn04885,0.0,0.0,0.0,0.0
rxn04996,0.0,0.0,0.0,0.0
rxn05023,0.1841657654887633,0.17021315489008454,-0.01395261059867875,0.01395261059867875
rxn05024,0.1841657654887633,0.17021315489008454,-0.01395261059867875,0.01395261059867875
rxn05031,0.0,0.0,0.0,0.0
rxn05039,0.0,0.0,0.0,0.0
rxn05040,0.0,0.0,0.0,0.0
rxn05064,0.0,0.0,0.0,0.0
rxn05085,0.0,0.0,0.0,0.0
rxn05088,0.0,0.0,0.0,0.0
rxn05091,0.0,0.0,0.0,0.0
rxn05092,0.0,0.0,0.0,0.0
rxn05104,0.0,0.0,0.0,0.0
rxn05105,0.0,0.0,0.0,0.0
rxn05106,0.0,0.0,0.0,0.0
rxn05108,0.0,0.0,0.0,0.0
rxn05116,0.0,0.0,0.0,0.0
rxn05145,-10000.0,-10000.0,0.0,0.0
rxn05147,0.0,0.0,0.0,0.0
rxn05148,0.0,0.0,0.0,0.0
rxn05149,0.0,0.0,0.0,0.0
rxn05150,0.0,0.0,0.0,0.0
rxn05155,0.0,0.0,0.0,0.0
rxn05159,0.0,0.0,0.0,0.0
rxn05160,0.0,0.0,0.0,0.0
rxn05162,0.0,0.0,0.0,0.0
rxn05164,0.0,0.0,0.0,0.0
rxn05167,0.0,0.0,0.0,0.0
rxn05170,0.0,0.0,0.0,0.0
rxn05172,0.0,0.0,0.0,0.0
rxn05173,0.0,0.0,0.0,0.0
rxn05174,0.0,0.0,0.0,0.0
rxn05177,0.0,0.0,0.0,0.0
rxn05180,0.0,0.0,0.0,0.0
rxn05181,0.0,0.0,0.0,0.0
rxn05183,0.0,0.0,0.0,0.0
rxn05184,0.0,0.0,0.0,0.0
rxn05185,0.0,0.0,0.0,0.0
rxn05187,0.0,0.0,0.0,0.0
rxn05188,0.0,0.0,0.0,0.0
rxn05192,0.0,0.0,0.0,0.0
rxn05193,0.0,0.0,0.0,0.0
rxn05194,0.0,0.0,0.0,0.0
rxn05195,0.0,0.0,0.0,0.0
rxn05197,-6820.001162312868,0.0,6820.001162312868,6820.001162312868
rxn05198,0.0,0.0,0.0,0.0
rxn05199,0.0,361.3442025449985,361.3442025449985,361.3442025449985
rxn05200,-9931.11265550814,0.0,9931.11265550814,9931.11265550814
rxn05201,-10000.0,-10000.0,0.0,0.0
rxn05202,0.0,0.0,0.0,0.0
rxn05203,21.39505232646369,0.0,-21.39505232646369,21.39505232646369
rxn05204,0.0,0.0,0.0,0.0
rxn05205,0.0,-2.0304660800404575e-12,-2.0304660800404575e-12,2.0304660800404575e-12
rxn05206,808.6226038953777,747.3604236877851,-61.262180207592564,61.262180207592564
rxn05207,7364.8346391060195,2161.4778274774567,-5203.356811628562,5203.356811628562
rxn05209,-3289.082036382241,-10000.0,-6710.91796361776,6710.91796361776
rxn05211,0.0,0.0,0.0,0.0
rxn05213,0.0,0.0,0.0,0.0
rxn05214,0.0,0.0,0.0,0.0
rxn05215,-9123.573449495714,0.0,9123.573449495714,9123.573449495714
rxn05216,-10000.0,-10000.0,0.0,0.0
rxn05217,-10000.0,-10000.0,0.0,0.0
rxn05219,0.0,0.0,0.0,0.0
rxn05221,-10000.0,-9849.329049487671,150.670950512329,150.670950512329
rxn05223,0.0,0.0,0.0,0.0
rxn05226,7756.550657013825,6475.5797843911105,-1280.9708726227145,1280.9708726227145
rxn05229,0.0,0.0,0.0,0.0
rxn05231,1025.345359460263,8691.879886586275,7666.534527126012,7666.534527126012
rxn05233,0.0,19.77413850947159,19.77413850947159,19.77413850947159
rxn05237,0.0,0.0,0.0,0.0
rxn05239,0.0,0.0,0.0,0.0
rxn05243,425.91170703367885,0.0,-425.91170703367885,425.91170703367885
rxn05244,331.82777846239475,0.0,-331.82777846239475,331.82777846239475
rxn05247,0.0,0.0,0.0,0.0
rxn05248,0.0,0.0,0.0,0.0
rxn05249,0.0,0.0,0.0,0.0
rxn05250,0.0,0.0,0.0,0.0
rxn05251,0.0,0.0,0.0,0.0
rxn05252,0.0,0.0,0.0,0.0
rxn05255,0.25433123750757675,0.2350628099010637,-0.01926842760651304,0.01926842760651304
rxn05256,0.0,0.0,0.0,0.0
rxn05266,0.18416576548876326,0.1702131548900845,-0.01395261059867875,0.01395261059867875
rxn05267,0.18416576548876326,0.1702131548900845,-0.01395261059867875,0.01395261059867875
rxn05287,0.1841657654887633,0.17021315489008454,-0.01395261059867875,0.01395261059867875
rxn05289,10000.0,9694.82974312808,-305.17025687191926,305.17025687191926
rxn05292,3.94597009717194,3.6470188558608627,-0.2989512413110771,0.2989512413110771
rxn05294,31.971088353527712,29.548921861135064,-2.4221664923926483,2.4221664923926483
rxn05295,80.5425495060025,74.44055315016718,-6.101996355835325,6.101996355835325
rxn05296,649.7508879232324,600.5250119778372,-49.22587594539527,49.22587594539527
rxn05297,8848.40403338107,10000.0,1151.59596661893,1151.59596661893
rxn05298,0.0,0.0,0.0,0.0
rxn05299,100.45148727293174,0.0,-100.45148727293174,100.45148727293174
rxn05300,10000.0,0.0,-10000.0,10000.0
rxn05301,136.25276119750183,125.93009501175244,-10.322666185749384,10.322666185749384
rxn05303,9999.999999999894,10000.0,1.0550138540565968e-10,1.0550138540565968e-10
rxn05304,0.0,0.0,0.0,0.0
rxn05305,-399.90717779273956,0.0,399.90717779273956,399.90717779273956
rxn05307,9999.999999999902,0.0,-9999.999999999902,9999.999999999902
rxn05308,0.49275685855561535,0.4554250311752675,-0.03733182738034785,0.03733182738034785
rxn05310,23.990243940427955,22.172715416687232,-1.817528523740723,1.817528523740723
rxn05312,0.0,5653.116351466971,5653.116351466971,5653.116351466971
rxn05313,8349.273615590644,9229.283740670073,880.0101250794287,880.0101250794287
rxn05315,0.0,0.0,0.0,0.0
rxn05316,0.0,1334.2413603388989,1334.2413603388989,1334.2413603388989
rxn05317,2204.310972657851,0.0,-2204.310972657851,2204.310972657851
rxn05318,0.0,0.0,0.0,0.0
rxn05319,0.0,0.0,0.0,0.0
rxn05322,0.0,0.0,0.0,0.0
rxn05323,0.0,0.0,0.0,0.0
rxn05324,0.0,0.0,0.0,0.0
rxn05325,0.0,0.0,0.0,0.0
rxn05326,0.0,0.0,0.0,0.0
rxn05327,0.0,0.0,0.0,0.0
rxn05328,0.0,0.0,0.0,0.0
rxn05329,0.0,0.0,0.0,0.0
rxn05330,0.0,0.0,0.0,0.0
rxn05331,0.0,0.0,0.0,0.0
rxn05332,0.0,0.0,0.0,0.0
rxn05333,0.0,0.0,0.0,0.0
rxn05334,0.0,0.0,0.0,0.0
rxn05335,0.0,0.0,0.0,0.0
rxn05336,0.0,0.0,0.0,0.0
rxn05337,0.0,0.0,0.0,0.0
rxn05338,0.0,0.0,0.0,0.0
rxn05339,0.0,0.0,0.0,0.0
rxn05340,0.0,0.0,0.0,0.0
rxn05341,0.0,0.0,0.0,0.0
rxn05342,0.0,0.0,0.0,0.0
rxn05343,0.0,0.0,0.0,0.0
rxn05344,0.0,0.0,0.0,0.0
rxn05345,0.0,0.0,0.0,0.0
rxn05346,0.0,0.0,0.0,0.0
rxn05347,0.0,0.0,0.0,0.0
rxn05348,0.0,0.0,0.0,0.0
rxn05349,0.0,0.0,0.0,0.0
rxn05350,0.0,0.0,0.0,0.0
rxn05351,0.0,0.0,0.0,0.0
rxn05352,0.0,0.0,0.0,0.0
rxn05353,0.0,0.0,0.0,0.0
rxn05354,0.0,0.0,0.0,0.0
rxn05355,0.0,0.0,0.0,0.0
rxn05356,0.0,0.0,0.0,0.0
rxn05357,0.0,0.0,0.0,0.0
rxn05358,134.15538894070468,123.99162209383029,-10.163766846874395,10.163766846874395
rxn05359,134.15538894070468,123.9916220938303,-10.163766846874381,10.163766846874381
rxn05360,134.1553889407047,123.9916220938303,-10.16376684687441,10.16376684687441
rxn05361,134.1553889407047,123.99162209383032,-10.163766846874395,10.163766846874395
rxn05362,134.1553889407047,123.9916220938303,-10.16376684687441,10.16376684687441
rxn05363,134.1553889407047,123.9916220938303,-10.16376684687441,10.16376684687441
rxn05364,134.15538894070474,123.99162209383029,-10.163766846874452,10.163766846874452
rxn05365,134.15538894070474,123.99162209383029,-10.163766846874452,10.163766846874452
rxn05366,134.15538894070474,123.99162209383027,-10.163766846874466,10.163766846874466
rxn05367,134.15538894070474,123.9916220938303,-10.163766846874438,10.163766846874438
rxn05368,134.15538894070477,123.99162209383029,-10.16376684687448,10.16376684687448
rxn05369,134.15538894070477,123.99162209383029,-10.16376684687448,10.16376684687448
rxn05370,134.15538894070477,123.99162209383027,-10.163766846874495,10.163766846874495
rxn05371,134.15538894070477,123.9916220938303,-10.163766846874466,10.163766846874466
rxn05372,134.15538894070477,123.99162209383029,-10.16376684687448,10.16376684687448
rxn05373,134.15538894070477,123.99162209383029,-10.16376684687448,10.16376684687448
rxn05374,0.0,0.0,0.0,0.0
rxn05375,134.15538894070477,123.9916220938303,-10.163766846874466,10.163766846874466
rxn05376,134.15538894070477,123.99162209383029,-10.16376684687448,10.16376684687448
rxn05377,134.15538894070477,123.99162209383029,-10.16376684687448,10.16376684687448
rxn05378,134.15538894070477,123.99162209383029,-10.16376684687448,10.16376684687448
rxn05379,45.56952941730265,42.11712936109647,-3.45240005620618,3.45240005620618
rxn05380,45.569529417302654,42.11712936109648,-3.452400056206173,3.452400056206173
rxn05381,45.56952941730265,42.117129361096474,-3.452400056206173,3.452400056206173
rxn05382,45.56952941730265,42.117129361096474,-3.452400056206173,3.452400056206173
rxn05383,71.65981643005065,66.23078616719052,-5.429030262860138,5.429030262860138
rxn05384,71.65981643005065,66.23078616719052,-5.429030262860138,5.429030262860138
rxn05385,71.65981643005065,66.23078616719052,-5.429030262860138,5.429030262860138
rxn05386,71.65981643005067,66.23078616719052,-5.429030262860152,5.429030262860152
rxn05387,71.65981643005065,66.23078616719052,-5.429030262860138,5.429030262860138
rxn05388,71.65981643005065,66.23078616719052,-5.429030262860138,5.429030262860138
rxn05389,71.65981643005065,66.23078616719052,-5.429030262860138,5.429030262860138
rxn05390,71.65981643005067,66.23078616719052,-5.429030262860152,5.429030262860152
rxn05391,0.0,0.0,0.0,0.0
rxn05392,71.65981643005065,66.23078616719052,-5.429030262860138,5.429030262860138
rxn05393,71.65981643005065,66.23078616719052,-5.429030262860138,5.429030262860138
rxn05394,71.65981643005067,66.23078616719052,-5.429030262860152,5.429030262860152
rxn05395,71.65981643005065,66.23078616719052,-5.429030262860138,5.429030262860138
rxn05396,71.65981643005065,66.23078616719052,-5.429030262860138,5.429030262860138
rxn05397,71.65981643005065,66.23078616719053,-5.429030262860124,5.429030262860124
rxn05398,71.65981643005067,66.23078616719053,-5.429030262860138,5.429030262860138
rxn05399,71.65981643005065,66.23078616719052,-5.429030262860138,5.429030262860138
rxn05400,71.65981643005065,66.23078616719052,-5.429030262860138,5.429030262860138
rxn05401,71.65981643005065,66.23078616719052,-5.429030262860138,5.429030262860138
rxn05402,71.65981643005067,66.23078616719052,-5.429030262860152,5.429030262860152
rxn05403,71.65981643005067,66.23078616719052,-5.429030262860152,5.429030262860152
rxn05404,19.387395861932617,17.918584412279742,-1.4688114496528755,1.4688114496528755
rxn05405,19.38739586193262,17.91858441227975,-1.468811449652872,1.468811449652872
rxn05406,19.38739586193262,17.91858441227975,-1.468811449652872,1.468811449652872
rxn05407,0.0,0.0,0.0,0.0
rxn05408,15.33639139412428,14.174488710727895,-1.1619026833963861,1.1619026833963861
rxn05409,15.33639139412428,14.174488710727896,-1.1619026833963844,1.1619026833963844
rxn05410,15.336391394124284,14.174488710727898,-1.1619026833963861,1.1619026833963861
rxn05411,15.336391394124286,14.174488710727898,-1.161902683396388,1.161902683396388
rxn05412,0.0,0.0,0.0,0.0
rxn05413,15.336391394124284,14.174488710727896,-1.161902683396388,1.161902683396388
rxn05414,15.336391394124286,14.174488710727898,-1.161902683396388,1.161902683396388
rxn05415,15.336391394124286,14.174488710727898,-1.161902683396388,1.161902683396388
rxn05416,0.0,0.0,0.0,0.0
rxn05417,15.336391394124284,14.174488710727896,-1.161902683396388,1.161902683396388
rxn05418,15.336391394124286,14.174488710727898,-1.161902683396388,1.161902683396388
rxn05419,15.336391394124286,14.174488710727898,-1.161902683396388,1.161902683396388
rxn05420,0.0,0.0,0.0,0.0
rxn05421,15.336391394124284,14.174488710727896,-1.161902683396388,1.161902683396388
rxn05422,15.336391394124284,14.174488710727898,-1.1619026833963861,1.1619026833963861
rxn05423,15.336391394124286,14.174488710727898,-1.161902683396388,1.161902683396388
rxn05424,15.336391394124282,14.174488710727895,-1.161902683396388,1.161902683396388
rxn05425,15.33639139412428,14.174488710727896,-1.1619026833963844,1.1619026833963844
rxn05426,15.336391394124282,14.174488710727898,-1.1619026833963844,1.1619026833963844
rxn05427,15.336391394124286,14.174488710727898,-1.161902683396388,1.161902683396388
rxn05428,0.0,0.0,0.0,0.0
rxn05429,12.265135715163089,11.335914900863278,-0.9292208142998106,0.9292208142998106
rxn05430,12.26513571516309,11.335914900863278,-0.9292208142998124,0.9292208142998124
rxn05431,12.26513571516309,11.335914900863278,-0.9292208142998124,0.9292208142998124
rxn05432,12.26513571516309,11.335914900863278,-0.9292208142998124,0.9292208142998124
rxn05433,0.0,0.0,0.0,0.0
rxn05434,0.0,0.0,0.0,0.0
rxn05435,0.0,0.0,0.0,0.0
rxn05436,134.15538894070477,123.99162209383027,-10.163766846874495,10.163766846874495
rxn05437,0.0,0.0,0.0,0.0
rxn05438,0.0,0.0,0.0,0.0
rxn05439,0.0,0.0,0.0,0.0
rxn05440,71.65981643005065,66.23078616719052,-5.429030262860138,5.429030262860138
rxn05441,0.0,0.0,0.0,0.0
rxn05442,0.0,0.0,0.0,0.0
rxn05443,0.0,0.0,0.0,0.0
rxn05444,19.38739586193262,17.91858441227975,-1.468811449652872,1.468811449652872
rxn05445,15.336391394124282,14.174488710727896,-1.1619026833963861,1.1619026833963861
rxn05446,15.336391394124282,14.174488710727895,-1.161902683396388,1.161902683396388
rxn05447,15.336391394124282,14.174488710727895,-1.161902683396388,1.161902683396388
rxn05448,0.0,0.0,0.0,0.0
rxn05449,15.336391394124286,14.174488710727896,-1.1619026833963897,1.1619026833963897
rxn05450,0.0,0.0,0.0,0.0
rxn05451,88.58585952340209,81.87449273273383,-6.711366790668265,6.711366790668265
rxn05452,45.569529417302654,42.11712936109647,-3.452400056206187,3.452400056206187
rxn05453,52.27242056811803,48.31220175491077,-3.9602188132072627,3.9602188132072627
rxn05454,19.38739586193262,17.91858441227975,-1.468811449652872,1.468811449652872
rxn05455,3.071255678961195,2.8385738098646236,-0.23268186909657151,0.23268186909657151
rxn05456,12.26513571516309,11.33591490086328,-0.9292208142998106,0.9292208142998106
rxn05457,-1.3951543131866944e-15,0.0,1.3951543131866944e-15,1.3951543131866944e-15
rxn05458,-8.999507033486353,-8.317694010935446,0.6818130225509069,0.6818130225509069
rxn05459,8.999507033486514,8.31769401093554,-0.6818130225509744,0.6818130225509744
rxn05460,8.999507033486353,8.317694010935446,-0.6818130225509069,0.6818130225509069
rxn05461,8.999507033486355,8.317694010935446,-0.6818130225509087,0.6818130225509087
rxn05462,8.999507033486516,8.317694010935542,-0.6818130225509744,0.6818130225509744
rxn05463,8.999507033486514,8.31769401093554,-0.6818130225509744,0.6818130225509744
rxn05464,0.0,0.0,0.0,0.0
rxn05465,1191.979551852283,1101.6738075439184,-90.30574430836464,90.30574430836464
rxn05466,-10000.0,-10000.0,0.0,0.0
rxn05467,-10000.0,-10000.0,0.0,0.0
rxn05468,1850.6182766299264,7905.400810609585,6054.782533979659,6054.782533979659
rxn05469,0.0,0.0,0.0,0.0
rxn05470,-10000.0,0.0,10000.0,10000.0
rxn05471,78.08630916038052,0.0,-78.08630916038052,78.08630916038052
rxn05472,9999.999999999985,9999.999999999936,-4.9112713895738125e-11,4.9112713895738125e-11
rxn05473,0.0,0.0,0.0,0.0
rxn05474,2467.70207143439,9999.999999999996,7532.2979285656065,7532.2979285656065
rxn05475,0.0,0.0,0.0,0.0
rxn05476,0.0,0.0,0.0,0.0
rxn05477,0.0,0.0,0.0,0.0
rxn05478,0.0,0.0,0.0,0.0
rxn05479,3.875572857197412e-13,0.0,-3.875572857197412e-13,3.875572857197412e-13
rxn05480,0.0,0.0,0.0,0.0
rxn05481,0.0,0.0,0.0,0.0
rxn05482,0.0,0.0,0.0,0.0
rxn05483,0.0,0.0,0.0,0.0
rxn05484,6126.975627400779,10000.0,3873.0243725992214,3873.0243725992214
rxn05485,0.0,0.0,0.0,0.0
rxn05486,-3188.072917048345,-2909.952772421326,278.1201446270193,278.1201446270193
rxn05487,-6404.76395795538,-6713.7312500863745,-308.9672921309948,308.9672921309948
rxn05488,-10000.0,-10000.0,0.0,0.0
rxn05491,3201.578055779086,8665.928852815921,5464.3507970368355,5464.3507970368355
rxn05493,10000.0,10000.0,0.0,0.0
rxn05494,-9554.179753017786,-1048.4154416933823,8505.764311324405,8505.764311324405
rxn05495,0.0,0.0,0.0,0.0
rxn05497,1125.9133542977547,8876.773273168003,7750.859918870248,7750.859918870248
rxn05498,0.0,0.0,0.0,0.0
rxn05499,0.0,0.0,0.0,0.0
rxn05500,-10000.0,-10000.0,0.0,0.0
rxn05501,-10000.0,-10000.0,0.0,0.0
rxn05502,-10000.0,-9780.628213124495,219.37178687550477,219.37178687550477
rxn05504,0.0,0.0,0.0,0.0
rxn05505,0.0,0.0,0.0,0.0
rxn05506,10000.0,10000.0,0.0,0.0
rxn05507,-10000.0,-10000.0,0.0,0.0
rxn05508,181.99522370729738,0.0,-181.99522370729738,181.99522370729738
rxn05511,0.0,0.0,0.0,0.0
rxn05512,0.0,0.0,0.0,0.0
rxn05513,0.0,0.0,0.0,0.0
rxn05514,-3.668067559945122,-3.390170535067919,0.2778970248772028,0.2778970248772028
rxn05515,0.0,0.0,0.0,0.0
rxn05516,0.0,0.0,0.0,0.0
rxn05517,0.0,0.0,0.0,0.0
rxn05518,0.0,0.0,0.0,0.0
rxn05519,216.4862363551328,261.8189608736337,45.332724518500925,45.332724518500925
rxn05525,9329.854017464388,9380.625049277889,50.771031813501395,50.771031813501395
rxn05526,0.0,0.0,0.0,0.0
rxn05527,0.0,0.0,0.0,0.0
rxn05528,0.0,0.0,0.0,0.0
rxn05529,0.0,0.0,0.0,0.0
rxn05531,1.423038295075137e-13,0.0,-1.423038295075137e-13,1.423038295075137e-13
rxn05532,9999.448350675188,9999.490144263658,0.04179358847068215,0.04179358847068215
rxn05533,0.0,0.0,0.0,0.0
rxn05534,0.0,0.0,0.0,0.0
rxn05535,7426.896463980059,8548.285126056624,1121.3886620765652,1121.3886620765652
rxn05536,0.0,0.0,0.0,0.0
rxn05537,0.0,0.0,0.0,0.0
rxn05538,0.0,0.0,0.0,0.0
rxn05539,0.0,0.0,0.0,0.0
rxn05540,0.0,0.0,0.0,0.0
rxn05541,0.0,0.0,0.0,0.0
rxn05542,0.0,0.0,0.0,0.0
rxn05543,0.0,0.0,0.0,0.0
rxn05544,0.0,0.0,0.0,0.0
rxn05545,0.0,0.0,0.0,0.0
rxn05546,0.0,0.0,0.0,0.0
rxn05547,0.0,4297.556091609535,4297.556091609535,4297.556091609535
rxn05548,0.0,0.0,0.0,0.0
rxn05549,0.0,0.0,0.0,0.0
rxn05550,0.0,0.0,0.0,0.0
rxn05551,0.0,0.0,0.0,0.0
rxn05552,0.0,0.0,0.0,0.0
rxn05553,1774.040850411467,10000.0,8225.959149588532,8225.959149588532
rxn05554,4174.636807795326,1788.083694601421,-2386.5531131939047,2386.5531131939047
rxn05555,0.0,0.0,0.0,0.0
rxn05557,0.0,0.0,0.0,0.0
rxn05558,0.0,0.0,0.0,0.0
rxn05559,-1648.899332327264,-9421.888431458983,-7772.989099131719,7772.989099131719
rxn05560,10000.000000000002,10000.000000000002,0.0,0.0
rxn05561,-10000.000000000031,-10000.0,3.092281986027956e-11,3.092281986027956e-11
rxn05562,0.0,0.0,0.0,0.0
